TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-26T15:09:05.419895;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T15:09:06.601204;01;;1;Submit Clicked;3,6,9,14,17,22,25,28;i,i,r,r,i,r;;;;
2017-09-26T15:09:07.414808;01;;1;Submit Clicked;3,6,9,14,17,22,25,28;i,i,r,r,i,r;;;;
2017-09-26T15:09:07.415177;01;;1;Run Clicked;3,6,9,14,17,22,25,28;i,i,r,r,i,r;;;;
2017-09-26T15:09:07.486830;01;10;2;Sequence Generated;3,6,9,14,17,22,25,28;Flocking->Flocking->Rendezvous->Rendezvous->Flocking->Rendezvous->Flock North->Rendezvous;406.412140;VALID;INCOMPLETE;
2017-09-26T15:09:22.780206;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:09:22.956005;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:09:26.972046;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T15:09:30.587854;01;;2;Submit Clicked;3,6,9,14,17,24,27,30;i,i,r,r,i,r,n,r;;;;
2017-09-26T15:09:31.623182;01;;2;Submit Clicked;3,6,9,14,17,24,27,30;i,i,r,r,i,r,n,r;;;;
2017-09-26T15:09:31.623488;01;;2;Run Clicked;3,6,9,14,17,24,27,30;i,i,r,r,i,r,n,r;;;;
2017-09-26T15:09:31.679538;01;10;3;Sequence Generated;3,6,9,14,17,24,27,30;Flocking->Flocking->Rendezvous->Rendezvous->Flocking->Rendezvous->Flock North->Rendezvous;100000.000000;INVALID;INCOMPLETE;
2017-09-26T15:09:43.595543;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T15:09:44.277000;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T15:09:44.725200;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:09:45.619980;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T15:09:46.893102;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-26T15:09:47.767064;01;;3;Submit Clicked;3,6,9,14,17,24,27,30;i,i,r,r,i,r,i;;;;
2017-09-26T15:09:48.846818;01;;3;Submit Clicked;3,6,9,14,17,24,27,30;i,i,r,r,i,r,i;;;;
2017-09-26T15:09:48.847214;01;;3;Run Clicked;3,6,9,14,17,24,27,30;i,i,r,r,i,r,i;;;;
2017-09-26T15:09:48.927615;01;10;4;Sequence Generated;3,6,9,14,17,24,27,30;Flocking->Flocking->Rendezvous->Rendezvous->Flocking->Rendezvous->Flocking->Rendezvous;369.432770;VALID;COMPLETE;
2017-09-26T15:10:08.500206;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:10:10.604931;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-26T15:10:15.676089;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T15:10:18.556925;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:10:21.514391;01;;4;Submit Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r;;;;
2017-09-26T15:10:22.798964;01;;4;Submit Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r;;;;
2017-09-26T15:10:22.799340;01;;4;Run Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r;;;;
2017-09-26T15:10:22.878534;01;10;5;Sequence Generated;6,12,15,20,23,30,33,36;Flocking->Rendezvous->Flocking->Rendezvous->Flocking->Rendezvous->Flock East->Flock North;493.258667;VALID;INCOMPLETE;
2017-09-26T15:10:25.116108;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:10:25.804047;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T15:10:26.643907;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T15:10:26.973162;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T15:10:27.900081;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T15:10:29.180122;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T15:10:30.096707;01;;5;Submit Clicked;6,12,15,20,23,30;i,r,i,r,i,r;;;;
2017-09-26T15:10:33.310731;01;;5;Submit Clicked;6,12,15,20,23,30;i,r,i,r,i,r;;;;
2017-09-26T15:10:33.311057;01;;5;Run Clicked;6,12,15,20,23,30;i,r,i,r,i,r;;;;
2017-09-26T15:10:33.345281;01;10;6;Sequence Generated;6,12,15,20,23,30;Flocking->Rendezvous->Flocking->Rendezvous->Flocking->Rendezvous;355.422089;VALID;INCOMPLETE;
2017-09-26T15:10:42.236075;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T15:10:43.732094;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T15:10:44.672836;01;;6;Submit Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r;;;;
2017-09-26T15:10:46.359057;01;;6;Submit Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r;;;;
2017-09-26T15:10:46.359569;01;;6;Run Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r;;;;
2017-09-26T15:10:46.431832;01;10;7;Sequence Generated;6,12,15,20,23,30,33,36;Flocking->Rendezvous->Flocking->Rendezvous->Flocking->Rendezvous->Flock East->Flock North;493.258667;VALID;INCOMPLETE;
2017-09-26T15:10:59.260262;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T15:10:59.412095;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T15:11:00.973069;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T15:11:02.236279;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T15:11:03.597039;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-26T15:11:04.463075;01;;7;Submit Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r,e,i;;;;
2017-09-26T15:11:05.559576;01;;7;Submit Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r,e,i;;;;
2017-09-26T15:11:05.559881;01;;7;Run Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r,e,i;;;;
2017-09-26T15:11:05.631424;01;10;8;Sequence Generated;6,12,15,20,23,30,33,36;Flocking->Rendezvous->Flocking->Rendezvous->Flocking->Rendezvous->Flock East->Flocking;480.647064;VALID;INCOMPLETE;
2017-09-26T15:11:19.500114;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-26T15:11:20.212960;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-26T15:11:21.260237;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:11:22.125200;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T15:11:23.119329;01;;8;Submit Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r,e,n;;;;
2017-09-26T15:11:24.255516;01;;8;Submit Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r,e,n;;;;
2017-09-26T15:11:24.255902;01;;8;Run Clicked;6,12,15,20,23,30,33,36;i,r,i,r,i,r,e,n;;;;
2017-09-26T15:11:24.322308;01;10;9;Sequence Generated;6,12,15,20,23,30,33,36;Flocking->Rendezvous->Flocking->Rendezvous->Flocking->Rendezvous->Flock East->Flock North;493.258667;VALID;INCOMPLETE;
2017-09-26T15:11:29.479090;01;;;Next Clicked;;;;;;
2017-09-26T15:11:57.452169;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-26T15:11:58.533277;;;;Add button clicked! Item is Flock West;;;;;;
2017-09-26T15:12:01.668052;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:12:03.644987;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T15:12:04.029125;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T15:12:04.245056;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T15:12:05.676185;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:12:08.844358;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T15:12:19.004115;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:12:20.092098;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T15:12:21.300211;01;;0;Submit Clicked;3,8,13,18;w,n,n,n;;;;
2017-09-26T15:12:22.662359;01;;0;Submit Clicked;3,8,13,18;w,n,n,n;;;;
2017-09-26T15:12:22.662822;01;;0;Run Clicked;3,8,13,18;w,n,n,n;;;;
2017-09-26T15:12:22.702445;01;18;1;Sequence Generated;3,8,13,18;Flock West->Flock North->Flock North->Flock North;616.502625;VALID;INCOMPLETE;
2017-09-26T15:12:32.452311;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T15:12:35.332367;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T15:12:38.876220;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:12:39.549191;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:12:41.460299;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T15:12:42.772111;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:12:43.757401;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T15:12:46.964193;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T15:12:48.429006;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-26T15:12:49.532192;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T15:12:50.156312;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T15:12:51.890429;01;;1;Submit Clicked;3,8,13,15,18,21,26;w,n,n,n,r,e,i;;;;
2017-09-26T15:12:52.854940;01;;1;Submit Clicked;3,8,13,15,18,21,26;w,n,n,n,r,e,i;;;;
2017-09-26T15:12:52.855310;01;;1;Run Clicked;3,8,13,15,18,21,26;w,n,n,n,r,e,i;;;;
2017-09-26T15:12:52.942839;01;18;2;Sequence Generated;3,8,13,15,18,21,26;Flock West->Flock North->Flock North->Flock North->Rendezvous->Flock East->Flocking;725.479004;VALID;INCOMPLETE;
2017-09-26T15:13:02.228189;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T15:13:05.524162;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T15:13:06.748374;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T15:13:07.945844;01;;2;Submit Clicked;3,8,13,15,18,21,31,34,37;w,n,n,n,r,e,i;;;;
2017-09-26T15:13:08.895681;01;;2;Submit Clicked;3,8,13,15,18,21,31,34,37;w,n,n,n,r,e,i;;;;
2017-09-26T15:13:08.896041;01;;2;Run Clicked;3,8,13,15,18,21,31,34,37;w,n,n,n,r,e,i;;;;
2017-09-26T15:13:09.039216;01;18;3;Sequence Generated;3,8,13,15,18,21,31,34,37;Flock West->Flock North->Flock North->Flock North->Rendezvous->Flock East->Flocking->Flock East->Flock East;1011.961975;VALID;INCOMPLETE;
2017-09-26T15:13:23.604375;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T15:13:26.012334;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T15:13:28.748434;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T15:13:30.693282;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T15:13:31.388435;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:13:32.493428;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:13:35.708126;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:13:36.717434;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T15:13:39.780482;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-26T15:13:41.395877;01;;3;Submit Clicked;3,8,13,15,18,21,31,37,40,45;w,n,n,n,r,e,i,e,r,e;;;;
2017-09-26T15:13:42.344147;01;;3;Submit Clicked;3,8,13,15,18,21,31,37,40,45;w,n,n,n,r,e,i,e,r,e;;;;
2017-09-26T15:13:42.344538;01;;3;Run Clicked;3,8,13,15,18,21,31,37,40,45;w,n,n,n,r,e,i,e,r,e;;;;
2017-09-26T15:13:42.450072;01;18;4;Sequence Generated;3,8,13,15,18,21,31,37,40,45;Flock West->Flock North->Flock North->Flock North->Rendezvous->Flock East->Flocking->Flock East->Rendezvous->Flock East;1285.866821;VALID;INCOMPLETE;
2017-09-26T15:14:00.796352;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T15:14:03.204418;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T15:14:18.356204;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T15:14:22.453133;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T15:14:25.377937;01;;4;Submit Clicked;3,13,18,20,23,26,36,42,45,50;w,n,n,r,e,i,e,r,e;;;;
2017-09-26T15:14:26.463731;01;;4;Submit Clicked;3,13,18,20,23,26,36,42,45,50;w,n,n,r,e,i,e,r,e;;;;
2017-09-26T15:14:26.464063;01;;4;Run Clicked;3,13,18,20,23,26,36,42,45,50;w,n,n,r,e,i,e,r,e;;;;
2017-09-26T15:14:26.543608;01;18;5;Sequence Generated;3,13,18,20,23,26,36,42,45,50;Flock West->Flock North->Flock North->Rendezvous->Flock East->Flocking->Flock East->Rendezvous->Flock East;100000.000000;INVALID;INCOMPLETE;
2017-09-26T15:14:30.478398;01;;;Next Clicked;;;;;;
2017-09-26T15:14:42.620285;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:14:45.261514;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T15:14:45.461507;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T15:14:47.548156;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T15:14:48.597433;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T15:14:53.596357;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T15:14:54.549420;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-26T15:14:56.700520;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-26T15:14:57.821186;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-26T15:15:00.588577;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T15:15:01.525406;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-26T15:15:04.516260;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:15:07.532447;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-26T15:15:08.677404;;;;Add button clicked! Item is Flock West;;;;;;
2017-09-26T15:15:13.228529;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:15:14.309501;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:15:16.100402;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T15:15:18.676399;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T15:15:19.228271;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:15:25.580602;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T15:15:28.396495;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:15:33.996380;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T15:15:34.828484;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T15:15:35.276568;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:15:38.452430;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T15:15:41.844528;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T15:15:45.876502;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T15:15:49.046747;01;;0;Submit Clicked;3,8,14,31,35,39,42;e,i,s,i,w,r;;;;
2017-09-26T15:15:50.215314;01;;0;Submit Clicked;3,8,14,31,35,39,42;e,i,s,i,w,r;;;;
2017-09-26T15:15:50.215606;01;;0;Run Clicked;3,8,14,31,35,39,42;e,i,s,i,w,r;;;;
2017-09-26T15:15:50.326517;01;1915709802;1;Sequence Generated;3,8,14,31,35,39,42;Flock East->Flocking->Flock South->Flocking->Flock West->Rendezvous->Flock West;694.299072;VALID;INCOMPLETE;
2017-09-26T15:16:00.700348;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-26T15:16:03.564633;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T15:16:07.134479;01;;1;Submit Clicked;3,13,19,36,40,44,47;e,i,s,i,w,r,w;;;;
2017-09-26T15:16:08.575094;01;;1;Submit Clicked;3,13,19,36,40,44,47;e,i,s,i,w,r,w;;;;
2017-09-26T15:16:08.575531;01;;1;Run Clicked;3,13,19,36,40,44,47;e,i,s,i,w,r,w;;;;
2017-09-26T15:16:08.663183;01;1915709802;2;Sequence Generated;3,13,19,36,40,44,47;Flock East->Flocking->Flock South->Flocking->Flock West->Rendezvous->Flock West;754.688354;VALID;INCOMPLETE;
2017-09-26T15:16:18.508680;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T15:16:22.564589;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:16:25.412410;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T15:16:26.380496;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-26T15:16:29.868418;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T15:16:31.108441;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T15:16:31.948474;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T15:16:34.092537;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-26T15:16:36.485508;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-26T15:16:37.373110;01;;2;Submit Clicked;3,13,38,42,46,49,52;e,i,s,w,r,w;;;;
2017-09-26T15:16:38.639554;01;;2;Submit Clicked;3,13,38,42,46,49,52;e,i,s,w,r,w;;;;
2017-09-26T15:16:38.639901;01;;2;Run Clicked;3,13,38,42,46,49,52;e,i,s,w,r,w;;;;
2017-09-26T15:16:38.711938;01;1915709802;3;Sequence Generated;3,13,38,42,46,49,52;Flock East->Flocking->Flock South->Flock West->Rendezvous->Flock West;100000.000000;INVALID;INCOMPLETE;
2017-09-26T15:16:44.236591;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:16:54.636880;01;;3;Submit Clicked;3,13,33,37,41,44,47;e,i,s,w,r,w;;;;
2017-09-26T15:16:56.479025;01;;3;Submit Clicked;3,13,33,37,41,44,47;e,i,s,w,r,w;;;;
2017-09-26T15:16:56.479390;01;;3;Run Clicked;3,13,33,37,41,44,47;e,i,s,w,r,w;;;;
2017-09-26T15:16:56.535579;01;1915709802;4;Sequence Generated;3,13,33,37,41,44,47;Flock East->Flocking->Flock South->Flock West->Rendezvous->Flock West;100000.000000;INVALID;INCOMPLETE;
2017-09-26T15:17:04.140572;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:17:10.325572;01;;4;Submit Clicked;3,13,29,33,37,40,43;e,i,s,w,r,w;;;;
2017-09-26T15:17:11.319501;01;;4;Submit Clicked;3,13,29,33,37,40,43;e,i,s,w,r,w;;;;
2017-09-26T15:17:11.319795;01;;4;Run Clicked;3,13,29,33,37,40,43;e,i,s,w,r,w;;;;
2017-09-26T15:17:11.449264;01;1915709802;5;Sequence Generated;3,13,29,33,37,40,43;Flock East->Flocking->Flock South->Flock West->Rendezvous->Flock West->Rendezvous;1203.180298;VALID;INCOMPLETE;
2017-09-26T15:17:31.481994;01;;;Next Clicked;;;;;;
TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-26T15:31:53.541953;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:31:53.981979;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-26T15:31:55.607054;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:31:59.150008;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:32:15.877906;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T15:32:17.789886;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:32:56.279254;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T15:32:57.037933;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:32:57.494215;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T15:33:00.030137;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:33:00.413958;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-26T15:33:01.005997;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:33:01.366714;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:33:01.701899;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-26T15:33:02.046148;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-26T15:33:08.741611;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-26T15:33:09.413913;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:33:09.805902;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:33:10.413983;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-26T15:33:10.949910;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-26T15:33:11.846185;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:33:12.389902;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-26T15:33:12.846119;;;;Behavior table clicked! Item is Antirendezvous;;;;;;
2017-09-26T15:33:21.742139;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:33:24.247190;;;;Behavior table clicked! Item is Antirendezvous;;;;;;
2017-09-26T15:33:28.311301;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:33:31.366104;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:33:32.198945;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T15:33:35.742210;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:33:36.767037;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T15:33:38.909920;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:33:43.814190;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T15:33:48.945128;02;;0;Submit Clicked;5,10;e,n;;;;
2017-09-26T15:33:57.168001;02;;0;Submit Clicked;5,10;e,n;;;;
2017-09-26T15:33:57.168361;02;;0;Run Clicked;5,10;e,n;;;;
2017-09-26T15:33:58.742189;02;0;1;Sequence Generated;5,10;Flock East->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T15:34:57.230233;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:34:58.287296;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:35:00.055637;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:35:09.246989;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T15:35:09.895054;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T15:35:10.142983;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:35:11.182294;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:35:13.015212;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:36:00.894343;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:36:04.023343;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:36:12.678358;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:36:15.119342;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:36:17.358215;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T15:36:22.438154;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:36:25.534388;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:36:27.775377;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T15:36:32.374232;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:36:34.423207;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T15:36:37.094176;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:36:40.006059;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:36:46.742283;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T15:36:50.270419;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T15:36:52.272288;02;;1;Submit Clicked;6,11;e,n;;;;
2017-09-26T15:36:57.400516;02;;1;Submit Clicked;6,11;e,n;;;;
2017-09-26T15:36:57.400822;02;;1;Run Clicked;6,11;e,n;;;;
2017-09-26T15:36:57.426343;02;0;2;Sequence Generated;6,11;Flock East->Flock North;380.779053;VALID;INCOMPLETE;
2017-09-26T15:37:13.750189;;;;Sequence table clicked! Item is 1;;;;;;
2017-09-26T15:37:14.854471;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:37:15.711520;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:37:17.502524;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T15:37:18.270178;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:37:19.223093;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:37:22.670437;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T15:37:23.631587;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T15:37:25.462514;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T15:37:26.815528;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T15:37:28.854349;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T15:37:30.511637;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:37:32.110503;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:37:39.318366;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T15:37:41.079449;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T15:37:43.574392;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T15:37:44.495641;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T15:37:49.014270;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:37:50.118516;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T15:38:23.791631;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T15:38:24.239295;;;;Delete button clicked! Item is Flock North;;;;;;
