TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-26T14:42:33.249541;01;8;4;Sequence Generated;3,5,8,13,19,22,27,37;Flock West->Flock West->Rendezvous->Rendezvous->Rendezvous->Flock North->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:42:53.674755;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T14:42:54.706988;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T14:42:56.690725;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T14:42:59.386793;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:43:01.218846;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-26T14:43:03.034999;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:43:05.060282;01;;4;Submit Clicked;3,5,8,11,16,18,23,33;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:06.014063;01;;4;Submit Clicked;3,5,8,11,16,18,23,33;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:06.014376;01;;4;Run Clicked;3,5,8,11,16,18,23,33;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:06.080550;01;8;5;Sequence Generated;3,5,8,11,16,18,23,33;Flock West->Flock West->Rendezvous->Rendezvous->Rendezvous->Flock North->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:43:17.346791;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T14:43:22.678021;01;;5;Submit Clicked;3,5,7,10,15,17,22,32;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:24.302090;01;;5;Submit Clicked;3,5,7,10,15,17,22,32;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:24.302428;01;;5;Run Clicked;3,5,7,10,15,17,22,32;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:24.351636;01;8;6;Sequence Generated;3,5,7,10,15,17,22,32;Flock West->Flock West->Rendezvous->Rendezvous->Rendezvous->Flock North->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:43:26.274801;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T14:43:38.103849;01;;6;Submit Clicked;3,5,7,10,15,17,22,32,37;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:41.398184;01;;6;Submit Clicked;3,5,7,10,15,17,22,32,37;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:41.398478;01;;6;Run Clicked;3,5,7,10,15,17,22,32,37;w,w,r,r,r,n,r,n;;;;
2017-09-26T14:43:41.442070;01;8;7;Sequence Generated;3,5,7,10,15,17,22,32,37;Flock West->Flock West->Rendezvous->Rendezvous->Rendezvous->Flock North->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:43:45.476772;01;;;Next Clicked;;;;;;
2017-09-26T14:44:39.163209;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T14:44:39.723094;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T14:44:41.602907;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T14:44:42.314968;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T14:44:43.602947;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:44:44.874968;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T14:44:46.483213;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T14:44:47.812583;01;;0;Submit Clicked;5,10,16,23,32,42;;;;;
2017-09-26T14:44:48.757386;01;;0;Submit Clicked;5,10,16,23,32,42;;;;;
2017-09-26T14:44:48.757649;01;;0;Run Clicked;5,10,16,23,32,42;;;;;
2017-09-26T14:44:49.094473;01;14;1;Sequence Generated;5,10,16,23,32,42;Flocking->Flocking->Flock East->Flock East->Flock North->Rendezvous;1043.342041;VALID;INCOMPLETE;
2017-09-26T14:44:59.970965;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T14:45:04.138879;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:45:05.571271;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T14:45:10.436120;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T14:45:11.378893;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T14:45:14.088460;01;;1;Submit Clicked;5,10,16,23,32,38,44;i,i,e,e,n,r,n;;;;
2017-09-26T14:45:15.197829;01;;1;Submit Clicked;5,10,16,23,32,38,44;i,i,e,e,n,r,n;;;;
2017-09-26T14:45:15.198119;01;;1;Run Clicked;5,10,16,23,32,38,44;i,i,e,e,n,r,n;;;;
2017-09-26T14:45:15.271289;01;14;2;Sequence Generated;5,10,16,23,32,38,44;Flocking->Flocking->Flock East->Flock East->Flock North->Rendezvous->Flock North;1189.523193;VALID;INCOMPLETE;
2017-09-26T14:45:25.803251;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:45:26.922993;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T14:45:29.355083;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T14:45:31.978980;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T14:45:33.447473;01;;2;Submit Clicked;5,10,16,23,32,38,44,49,52;i,i,e,e,n,r,n;;;;
2017-09-26T14:45:35.110395;01;;2;Submit Clicked;5,10,16,23,32,38,44,49,52;i,i,e,e,n,r,n;;;;
2017-09-26T14:45:35.110835;01;;2;Run Clicked;5,10,16,23,32,38,44,49,52;i,i,e,e,n,r,n;;;;
2017-09-26T14:45:35.238773;01;14;3;Sequence Generated;5,10,16,23,32,38,44,49,52;Flocking->Flocking->Flock East->Flock East->Flock North->Rendezvous->Flock North->Rendezvous;1319.419189;VALID;COMPLETE;
2017-09-26T14:45:48.083280;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T14:46:04.995058;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-26T14:46:05.171072;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-26T14:46:07.036308;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-26T14:46:07.204310;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-26T14:46:07.371980;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:46:07.548221;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:46:07.707989;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:46:07.868213;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:46:08.035928;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:46:08.228019;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:46:13.467254;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T14:46:14.716321;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T14:46:17.676375;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T14:46:18.084303;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T14:46:18.990710;01;;3;Submit Clicked;5,10,16,23,32,38,44,49;n,n,n;;;;
2017-09-26T14:46:20.214325;01;;3;Submit Clicked;5,10,16,23,32,38,44,49;n,n,n;;;;
2017-09-26T14:46:20.214686;01;;3;Run Clicked;5,10,16,23,32,38,44,49;n,n,n;;;;
2017-09-26T14:46:20.241446;01;14;4;Sequence Generated;5,10,16,23,32,38,44,49;Flock North->Flock North->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:46:30.395348;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T14:46:31.994971;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T14:46:33.044254;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:46:33.971228;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T14:46:34.867984;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:46:35.651279;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T14:46:37.715042;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:46:39.147038;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T14:46:40.268108;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T14:46:41.843562;01;;4;Submit Clicked;5,10,14,21,30,36,42,47;n,n,r,n;;;;
2017-09-26T14:46:43.278216;01;;4;Submit Clicked;5,10,14,21,30,36,42,47;n,n,r,n;;;;
2017-09-26T14:46:43.278488;01;;4;Run Clicked;5,10,14,21,30,36,42,47;n,n,r,n;;;;
2017-09-26T14:46:43.319949;01;14;5;Sequence Generated;5,10,14,21,30,36,42,47;Flock North->Flock North->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:46:54.211424;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T14:46:55.731408;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:46:56.713096;01;;5;Submit Clicked;5,10,13,20,29,35,41,46;n,n,r,n;;;;
2017-09-26T14:46:57.886298;01;;5;Submit Clicked;5,10,13,20,29,35,41,46;n,n,r,n;;;;
2017-09-26T14:46:57.886682;01;;5;Run Clicked;5,10,13,20,29,35,41,46;n,n,r,n;;;;
2017-09-26T14:46:57.931061;01;14;6;Sequence Generated;5,10,13,20,29,35,41,46;Flock North->Flock North->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:47:06.515406;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:47:07.723223;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T14:47:08.628208;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:47:11.115086;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:47:12.035254;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T14:47:13.140336;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:47:14.763042;01;;6;Submit Clicked;5,10,13,20,29,35,41,46;n,n,r,n,e,r;;;;
2017-09-26T14:47:15.750518;01;;6;Submit Clicked;5,10,13,20,29,35,41,46;n,n,r,n,e,r;;;;
2017-09-26T14:47:15.750847;01;;6;Run Clicked;5,10,13,20,29,35,41,46;n,n,r,n,e,r;;;;
2017-09-26T14:47:15.817262;01;14;7;Sequence Generated;5,10,13,20,29,35,41,46;Flock North->Flock North->Rendezvous->Flock North->Flock East->Rendezvous;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:47:25.299350;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T14:47:26.595404;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:47:27.477777;01;;;Next Clicked;;;;;;
2017-09-26T14:47:38.291414;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T14:47:39.012380;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T14:47:41.131255;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T14:47:46.139485;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:47:46.739270;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T14:47:52.595085;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T14:47:53.203459;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T14:47:53.947293;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:47:55.160649;01;;0;Submit Clicked;6,11,16,21;n;;;;
2017-09-26T14:47:56.269080;01;;0;Submit Clicked;6,11,16,21;n;;;;
2017-09-26T14:47:56.269328;01;;0;Run Clicked;6,11,16,21;n;;;;
2017-09-26T14:47:56.391451;01;7;1;Sequence Generated;6,11,16,21;Flock North->Flock East->Flock East->Flock North;661.457153;VALID;INCOMPLETE;
2017-09-26T14:48:04.715262;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T14:48:04.883459;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T14:48:09.156371;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:48:10.339459;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-26T14:48:11.308043;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-26T14:48:13.731198;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:48:14.611435;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T14:48:19.011498;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T14:48:20.307518;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T14:48:21.728602;01;;1;Submit Clicked;6,11,16,21,27,35;n,e,e,s;;;;
2017-09-26T14:48:22.886009;01;;1;Submit Clicked;6,11,16,21,27,35;n,e,e,s;;;;
2017-09-26T14:48:22.886367;01;;1;Run Clicked;6,11,16,21,27,35;n,e,e,s;;;;
2017-09-26T14:48:23.049691;01;7;2;Sequence Generated;6,11,16,21,27,35;Flock North->Flock East->Flock East->Flock South->Flock North->Rendezvous;904.790649;VALID;INCOMPLETE;
2017-09-26T14:48:33.739091;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T14:48:35.772326;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:48:36.116250;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:48:39.091237;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T14:48:40.108315;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:48:42.131405;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T14:48:44.451467;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T14:48:47.348299;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:48:48.195263;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:48:49.131255;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T14:48:51.107077;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T14:48:51.931438;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T14:48:53.377856;01;;2;Submit Clicked;6,11,16,21,27,31,34,39;n,e,e,s,e,r;;;;
2017-09-26T14:48:54.630155;01;;2;Submit Clicked;6,11,16,21,27,31,34,39;n,e,e,s,e,r;;;;
2017-09-26T14:48:54.630464;01;;2;Run Clicked;6,11,16,21,27,31,34,39;n,e,e,s,e,r;;;;
2017-09-26T14:48:54.758421;01;7;3;Sequence Generated;6,11,16,21,27,31,34,39;Flock North->Flock East->Flock East->Flock South->Flock East->Rendezvous->Flock North->Flock West;1080.583130;VALID;INCOMPLETE;
2017-09-26T14:49:12.715238;;;;Sequence table clicked! Item is Flock West;;;;;;
2017-09-26T14:49:12.907287;;;;Sequence table clicked! Item is Flock West;;;;;;
2017-09-26T14:49:14.828415;;;;Delete button clicked! Item is Flock West;;;;;;
2017-09-26T14:49:15.307188;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T14:49:20.489675;01;;3;Submit Clicked;6,11,16,21,27,31,40,45;n,e,e,s,e,r,n;;;;
2017-09-26T14:49:21.790265;01;;3;Submit Clicked;6,11,16,21,27,31,40,45;n,e,e,s,e,r,n;;;;
2017-09-26T14:49:21.790734;01;;3;Run Clicked;6,11,16,21,27,31,40,45;n,e,e,s,e,r,n;;;;
2017-09-26T14:49:21.863982;01;7;4;Sequence Generated;6,11,16,21,27,31,40,45;Flock North->Flock East->Flock East->Flock South->Flock East->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-26T14:49:32.691258;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-26T14:49:32.851228;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-26T14:49:34.660309;;;;Delete button clicked! Item is Flock South;;;;;;
2017-09-26T14:49:34.875949;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:49:35.052019;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:49:35.268649;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:49:36.231506;01;;4;Submit Clicked;6,11,16,21,27,31,40,45;n,e,e;;;;
2017-09-26T14:49:39.958296;01;;4;Submit Clicked;6,11,16,21,27,31,40,45;n,e,e;;;;
2017-09-26T14:49:39.958629;01;;4;Run Clicked;6,11,16,21,27,31,40,45;n,e,e;;;;
2017-09-26T14:49:40.263803;01;7;5;Sequence Generated;6,11,16,21,27,31,40,45;Flock North->Flock East->Flock East->Flock South->Flock East->Flocking->Flock North->Flock North;1371.220093;VALID;INCOMPLETE;
2017-09-26T14:49:50.611201;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T14:49:53.027235;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-26T14:49:54.072050;01;;5;Submit Clicked;6,11,16,21,27,31,40,45,48,51;n,e,e,s,e,i,n,n;;;;
2017-09-26T14:49:55.231001;01;;5;Submit Clicked;6,11,16,21,27,31,40,45,48,51;n,e,e,s,e,i,n,n;;;;
2017-09-26T14:49:55.231456;01;;5;Run Clicked;6,11,16,21,27,31,40,45,48,51;n,e,e,s,e,i,n,n;;;;
2017-09-26T14:49:55.367164;01;7;6;Sequence Generated;6,11,16,21,27,31,40,45,48,51;Flock North->Flock East->Flock East->Flock South->Flock East->Flocking->Flock North->Flock North->Rendezvous;1471.668579;VALID;COMPLETE;
2017-09-26T14:50:11.795481;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T14:50:11.963458;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T14:50:13.987497;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T14:50:14.139216;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-26T14:50:15.964374;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:50:16.099548;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:50:16.260340;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:50:16.435992;;;;Delete button clicked! Item is Flock South;;;;;;
2017-09-26T14:50:16.596345;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:50:16.756337;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-26T14:50:16.908181;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:50:17.084290;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-26T14:50:17.252454;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:50:18.126436;01;;6;Submit Clicked;6,11,16,21,27,31,40,45,48,51;;;;;
2017-09-26T14:50:18.894295;01;;6;Submit Clicked;6,11,16,21,27,31,40,45,48,51;;;;;
2017-09-26T14:50:18.894608;01;;6;Run Clicked;6,11,16,21,27,31,40,45,48,51;;;;;
2017-09-26T14:50:21.627903;01;;6;Submit Clicked;6,11,16,21,27,31,40,45,48,51;;;;;
2017-09-26T14:50:21.627984;01;;6;Run Clicked;6,11,16,21,27,31,40,45,48,51;;;;;
2017-09-26T14:50:28.442577;01;;;Next Clicked;;;;;;
2017-09-26T14:50:39.072688;01;7;1;Sequence Generated;6,11,16,21,27,31,40,45,48,51;Flock North->Rendezvous->Flock North->Flocking->Flock North->Flock East->Flocking->Flocking->Rendezvous->Rendezvous;1052.115479;VALID;INCOMPLETE;
2017-09-26T14:50:59.163330;01;7;2;Sequence Generated;6,11,16,21,27,31,40,45,48,51;Flock North->Rendezvous->Flock North->Flocking->Flock North->Flock East->Flocking->Flocking->Rendezvous->Rendezvous;1052.115479;VALID;INCOMPLETE;
2017-09-26T14:51:00.691683;01;;;Next Clicked;;;;;;
2017-09-26T14:51:21.187320;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T14:51:22.340209;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:51:22.580279;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:51:24.171447;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T14:51:24.413048;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T14:51:26.027464;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T14:51:26.772681;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-26T14:51:27.667448;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T14:51:28.692374;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:51:36.403428;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-26T14:51:43.443188;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T14:51:46.355099;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T14:51:47.723276;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:51:48.387218;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T14:51:50.131518;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-26T14:51:50.659204;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-26T14:51:51.979332;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-26T14:51:53.325420;01;;0;Submit Clicked;5,14,17,20,22,27,30;e,i;;;;
2017-09-26T14:51:54.518414;01;;0;Submit Clicked;5,14,17,20,22,27,30;e,i;;;;
2017-09-26T14:51:54.518802;01;;0;Run Clicked;5,14,17,20,22,27,30;e,i;;;;
2017-09-26T14:51:54.778626;01;16;1;Sequence Generated;5,14,17,20,22,27,30;Flock East->Flocking->Flock South->Flock South->Rendezvous->Flock East->Flock South;754.116821;VALID;INCOMPLETE;
2017-09-26T14:52:09.803233;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T14:52:11.859329;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T14:52:12.683567;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T14:52:13.859194;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T14:52:15.859456;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-26T14:52:17.507607;01;;1;Submit Clicked;5,14,17,20,22,27,30,33,39,44;e,i,s,s,r,e,s;;;;
2017-09-26T14:52:18.534641;01;;1;Submit Clicked;5,14,17,20,22,27,30,33,39,44;e,i,s,s,r,e,s;;;;
2017-09-26T14:52:18.534979;01;;1;Run Clicked;5,14,17,20,22,27,30,33,39,44;e,i,s,s,r,e,s;;;;
2017-09-26T14:52:18.682703;01;16;2;Sequence Generated;5,14,17,20,22,27,30,33,39,44;Flock East->Flocking->Flock South->Flock South->Rendezvous->Flock East->Flock South->Flock East->Flock South->Rendezvous;1132.001099;VALID;INCOMPLETE;
2017-09-26T14:52:36.764939;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T14:52:40.342799;01;;2;Submit Clicked;5,14,17,20,22,27,30,33,40,45;e,i,s,s,r,e,s,e,s,r;;;;
2017-09-26T14:52:45.782658;01;;2;Submit Clicked;5,14,17,20,22,27,30,33,40,45;e,i,s,s,r,e,s,e,s,r;;;;
2017-09-26T14:52:45.783034;01;;2;Run Clicked;5,14,17,20,22,27,30,33,40,45;e,i,s,s,r,e,s,e,s,r;;;;
2017-09-26T14:52:45.854088;01;16;3;Sequence Generated;5,14,17,20,22,27,30,33,40,45;Flock East->Flocking->Flock South->Flock South->Rendezvous->Flock East->Flock South->Flock East->Flock South->Rendezvous;1174.054810;VALID;INCOMPLETE;
2017-09-26T14:52:59.555257;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-26T14:53:04.796527;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-26T14:53:06.904198;01;;3;Submit Clicked;5,14,17,20,22,27,30,35,41,46;e,i,s,s,r,e,s,e,s,r;;;;
2017-09-26T14:53:07.999824;01;;3;Submit Clicked;5,14,17,20,22,27,30,35,41,46;e,i,s,s,r,e,s,e,s,r;;;;
2017-09-26T14:53:08.000150;01;;3;Run Clicked;5,14,17,20,22,27,30,35,41,46;e,i,s,s,r,e,s,e,s,r;;;;
2017-09-26T14:53:08.059595;01;16;4;Sequence Generated;5,14,17,20,22,27,30,35,41,46;Flock East->Flocking->Flock South->Flock South->Rendezvous->Flock East->Flock South->Flock East->Flock South->Rendezvous;1201.411255;VALID;COMPLETE;
2017-09-26T14:53:20.946299;01;;;Next Clicked;;;;;;
2017-09-26T14:53:34.859337;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T14:53:35.644109;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:53:36.052497;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:53:36.556262;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:53:37.755897;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T14:53:38.756188;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:53:39.739249;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T14:53:40.724203;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-26T14:53:42.371383;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-26T14:53:44.780209;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-26T14:53:47.907239;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-26T14:53:49.036405;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:53:55.900121;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-26T14:53:57.363641;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-26T14:53:58.476209;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-26T14:53:59.315482;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-26T14:54:00.220231;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-26T14:54:03.139457;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-26T14:54:04.020168;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-26T14:54:05.035610;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-26T14:54:06.075736;;;;Sequence table clicked! Item is ;;;;;;
2017-09-26T14:54:07.508086;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-26T14:54:09.731426;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-26T14:54:17.003513;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T14:54:19.331320;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:54:21.187498;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-26T14:54:22.163623;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-26T14:54:25.643322;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
