TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-30T16:39:16.863052;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-30T16:39:17.215305;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-30T16:39:18.096242;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-30T16:39:18.279538;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-30T16:39:20.631477;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:39:21.208264;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-30T16:39:24.231291;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-30T16:39:25.064144;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-30T16:39:27.551064;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-30T16:39:28.296258;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-30T16:39:29.535145;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-30T16:39:35.446704;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:39:37.311351;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:39:38.520051;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:39:42.367144;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:39:45.295114;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:39:48.005266;18;;1;Submit Clicked;8,13,23;n,e,s;;;;
2017-09-30T16:39:52.233616;18;;1;Submit Clicked;8,13,23;n,e,s;;;;
2017-09-30T16:39:52.233865;18;;1;Run Clicked;8,13,23;n,e,s;;;;
2017-09-30T16:39:56.291738;18;10;2;Sequence Generated;8,13,23;Flock North->Flock East->Flock South;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:39:58.071279;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:40:00.903082;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:40:04.020334;18;;2;Submit Clicked;15,25,35;n,e,s;;;;
2017-09-30T16:40:04.681144;18;;2;Submit Clicked;15,25,35;n,e,s;;;;
2017-09-30T16:40:04.681466;18;;2;Run Clicked;15,25,35;n,e,s;;;;
2017-09-30T16:40:08.739360;18;10;3;Sequence Generated;15,25,35;Flock North->Flock East->Flock South;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:40:09.527369;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:40:10.927411;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:40:11.311475;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:40:11.711295;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:40:12.215421;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:40:12.527133;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:40:13.039376;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:40:18.343183;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:40:28.215482;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:40:32.090844;18;;3;Submit Clicked;12,24,42;n,e,s;;;;
2017-09-30T16:40:33.297213;18;;3;Submit Clicked;12,24,42;n,e,s;;;;
2017-09-30T16:40:33.297505;18;;3;Run Clicked;12,24,42;n,e,s;;;;
2017-09-30T16:40:37.379845;18;10;4;Sequence Generated;12,24,42;Flock North->Flock East->Flock South;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:40:38.167151;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:40:45.169831;18;;4;Submit Clicked;12,24,39;n,e,s;;;;
2017-09-30T16:40:46.105461;18;;4;Submit Clicked;12,24,39;n,e,s;;;;
2017-09-30T16:40:46.105922;18;;4;Run Clicked;12,24,39;n,e,s;;;;
2017-09-30T16:40:50.179427;18;10;5;Sequence Generated;12,24,39;Flock North->Flock East->Flock South;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:40:50.687494;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:40:54.625953;18;;5;Submit Clicked;12,24,36;n,e,s;;;;
2017-09-30T16:40:55.337316;18;;5;Submit Clicked;12,24,36;n,e,s;;;;
2017-09-30T16:40:55.337566;18;;5;Run Clicked;12,24,36;n,e,s;;;;
2017-09-30T16:40:59.395479;18;10;6;Sequence Generated;12,24,36;Flock North->Flock East->Flock South;1253.678589;VALID;INCOMPLETE;
2017-09-30T16:41:02.815511;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:41:03.135515;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-30T16:41:04.560384;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-30T16:41:05.359230;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:41:09.250390;18;;6;Submit Clicked;12,24,36,41;n,e,s,e;;;;
2017-09-30T16:41:10.329558;18;;6;Submit Clicked;12,24,36,41;n,e,s,e;;;;
2017-09-30T16:41:10.329910;18;;6;Run Clicked;12,24,36,41;n,e,s,e;;;;
2017-09-30T16:41:15.395349;18;10;7;Sequence Generated;12,24,36,41;Flock North->Flock East->Flock South->Flock East;1396.183105;VALID;INCOMPLETE;
2017-09-30T16:41:17.639582;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:41:18.047539;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:41:21.931136;18;;7;Submit Clicked;12,24,34,39;n,e,s,e;;;;
2017-09-30T16:41:22.889335;18;;7;Submit Clicked;12,24,34,39;n,e,s,e;;;;
2017-09-30T16:41:22.889579;18;;7;Run Clicked;12,24,34,39;n,e,s,e;;;;
2017-09-30T16:41:27.940441;18;10;8;Sequence Generated;12,24,34,39;Flock North->Flock East->Flock South->Flock East;1318.271973;VALID;INCOMPLETE;
2017-09-30T16:41:28.839212;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:41:31.987294;18;;8;Submit Clicked;12,24,25,30;n,e,s,e;;;;
2017-09-30T16:41:33.105554;18;;8;Submit Clicked;12,24,25,30;n,e,s,e;;;;
2017-09-30T16:41:33.105825;18;;8;Run Clicked;12,24,25,30;n,e,s,e;;;;
2017-09-30T16:41:38.147858;18;10;9;Sequence Generated;12,24,25,30;Flock North->Flock East->Flock South->Flock East;1041.889648;VALID;INCOMPLETE;
2017-09-30T16:41:38.215254;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:41:38.583575;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:41:39.103413;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:41:42.067582;18;;9;Submit Clicked;12,24,35,40;n,e,s,e;;;;
2017-09-30T16:41:43.345679;18;;9;Submit Clicked;12,24,35,40;n,e,s,e;;;;
2017-09-30T16:41:43.345983;18;;9;Run Clicked;12,24,35,40;n,e,s,e;;;;
2017-09-30T16:41:48.419071;18;10;10;Sequence Generated;12,24,35,40;Flock North->Flock East->Flock South->Flock East;1357.755737;VALID;INCOMPLETE;
2017-09-30T16:41:49.479264;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:41:52.265248;18;;10;Submit Clicked;12,24,35,41;n,e,s,e;;;;
2017-09-30T16:41:53.145837;18;;10;Submit Clicked;12,24,35,41;n,e,s,e;;;;
2017-09-30T16:41:53.146202;18;;10;Run Clicked;12,24,35,41;n,e,s,e;;;;
2017-09-30T16:41:58.211778;18;10;11;Sequence Generated;12,24,35,41;Flock North->Flock East->Flock South->Flock East;1396.596436;VALID;COMPLETE;
2017-09-30T16:42:03.615580;18;;;Next Clicked;;;;;;
2017-09-30T16:42:09.287279;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-30T16:42:10.264510;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-30T16:42:12.175473;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:42:15.183603;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-30T16:42:15.904518;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-30T16:42:20.919325;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-30T16:42:21.856439;;;;Add button clicked! Item is Flock West;;;;;;
2017-09-30T16:42:22.559518;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:42:25.247537;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:42:27.895663;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:42:31.348101;18;;0;Submit Clicked;5,15,23;e,s,w;;;;
2017-09-30T16:42:32.137299;18;;0;Submit Clicked;5,15,23;e,s,w;;;;
2017-09-30T16:42:32.137606;18;;0;Run Clicked;5,15,23;e,s,w;;;;
2017-09-30T16:42:36.194897;18;19;1;Sequence Generated;5,15,23;Flock East->Flock South->Flock West;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:42:37.191388;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:42:40.239366;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:42:40.631320;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:42:43.855574;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:42:47.019223;18;;1;Submit Clicked;6,21,29;e,s,w;;;;
2017-09-30T16:42:48.041528;18;;1;Submit Clicked;6,21,29;e,s,w;;;;
2017-09-30T16:42:48.041802;18;;1;Run Clicked;6,21,29;e,s,w;;;;
2017-09-30T16:42:52.099594;18;19;2;Sequence Generated;6,21,29;Flock East->Flock South->Flock West;1031.526123;VALID;INCOMPLETE;
2017-09-30T16:42:53.463401;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:42:56.871367;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-30T16:42:59.368257;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-30T16:43:03.519472;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:43:07.519480;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:43:10.834167;18;;2;Submit Clicked;6,21.5,29.5,32.5;e,s,w,r;;;;
2017-09-30T16:43:11.945238;18;;2;Submit Clicked;6,21.5,29.5,32.5;e,s,w,r;;;;
2017-09-30T16:43:11.945531;18;;2;Run Clicked;6,21.5,29.5,32.5;e,s,w,r;;;;
2017-09-30T16:43:16.995141;18;19;3;Sequence Generated;6,21.5,29.5,32.5;Flock East->Flock South->Flock West->Rendezvous;1153.677368;VALID;INCOMPLETE;
2017-09-30T16:43:20.223597;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:43:23.058841;18;;3;Submit Clicked;6,21.5,29.5,30.5;e,s,w,r;;;;
2017-09-30T16:43:23.745939;18;;3;Submit Clicked;6,21.5,29.5,30.5;e,s,w,r;;;;
2017-09-30T16:43:23.746233;18;;3;Run Clicked;6,21.5,29.5,30.5;e,s,w,r;;;;
2017-09-30T16:43:28.803680;18;19;4;Sequence Generated;6,21.5,29.5,30.5;Flock East->Flock South->Flock West->Rendezvous;1089.215088;VALID;COMPLETE;
2017-09-30T16:43:34.215316;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:43:38.161332;18;;4;Submit Clicked;6,21.5,28.5,29.5;e,s,w,r;;;;
2017-09-30T16:43:39.177519;18;;4;Submit Clicked;6,21.5,28.5,29.5;e,s,w,r;;;;
2017-09-30T16:43:39.177834;18;;4;Run Clicked;6,21.5,28.5,29.5;e,s,w,r;;;;
2017-09-30T16:43:44.227437;18;19;5;Sequence Generated;6,21.5,28.5,29.5;Flock East->Flock South->Flock West->Rendezvous;1046.740845;VALID;INCOMPLETE;
2017-09-30T16:43:47.279405;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:43:50.281354;18;;5;Submit Clicked;6,21.5,28.5,30;e,s,w,r;;;;
2017-09-30T16:43:52.129848;18;;5;Submit Clicked;6,21.5,28.5,30;e,s,w,r;;;;
2017-09-30T16:43:52.130186;18;;5;Run Clicked;6,21.5,28.5,30;e,s,w,r;;;;
2017-09-30T16:43:57.187795;18;19;6;Sequence Generated;6,21.5,28.5,30;Flock East->Flock South->Flock West->Rendezvous;1069.653076;VALID;COMPLETE;
2017-09-30T16:43:59.998271;18;;;Next Clicked;;;;;;
2017-09-30T16:44:07.647716;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-30T16:44:08.744604;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-30T16:44:09.543677;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:44:10.296569;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-30T16:44:11.127538;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:44:15.199536;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:44:18.402779;18;;0;Submit Clicked;15,31;e,n;;;;
2017-09-30T16:44:19.713159;18;;0;Submit Clicked;15,31;e,n;;;;
2017-09-30T16:44:19.713496;18;;0;Run Clicked;15,31;e,n;;;;
2017-09-30T16:44:22.763323;18;8;1;Sequence Generated;15,31;Flock East->Flock North;1162.189331;VALID;INCOMPLETE;
2017-09-30T16:44:24.671708;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:44:30.465175;18;;1;Submit Clicked;15,32;e,n;;;;
2017-09-30T16:44:31.361234;18;;1;Submit Clicked;15,32;e,n;;;;
2017-09-30T16:44:31.361493;18;;1;Run Clicked;15,32;e,n;;;;
2017-09-30T16:44:34.411390;18;8;2;Sequence Generated;15,32;Flock East->Flock North;1202.347656;VALID;INCOMPLETE;
2017-09-30T16:44:36.591500;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:44:43.999718;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-30T16:44:45.064786;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-30T16:44:45.471721;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:44:48.147302;18;;2;Submit Clicked;15,21,22;e,n,r;;;;
2017-09-30T16:44:48.865531;18;;2;Submit Clicked;15,21,22;e,n,r;;;;
2017-09-30T16:44:48.865862;18;;2;Run Clicked;15,21,22;e,n,r;;;;
2017-09-30T16:44:52.871621;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:44:52.907413;18;8;3;Sequence Generated;15,21,22;Flock East->Flock North->Rendezvous;804.044434;VALID;INCOMPLETE;
2017-09-30T16:44:56.163387;18;;3;Submit Clicked;15,31,32;e,n,r;;;;
2017-09-30T16:44:57.369427;18;;3;Submit Clicked;15,31,32;e,n,r;;;;
2017-09-30T16:44:57.369761;18;;3;Run Clicked;15,31,32;e,n,r;;;;
2017-09-30T16:45:01.420022;18;8;4;Sequence Generated;15,31,32;Flock East->Flock North->Rendezvous;1197.663086;VALID;INCOMPLETE;
2017-09-30T16:45:02.831605;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:45:05.938051;18;;4;Submit Clicked;15,31,32.5;e,n,r;;;;
2017-09-30T16:45:06.825834;18;;4;Submit Clicked;15,31,32.5;e,n,r;;;;
2017-09-30T16:45:06.826224;18;;4;Run Clicked;15,31,32.5;e,n,r;;;;
2017-09-30T16:45:10.859307;18;8;5;Sequence Generated;15,31,32.5;Flock East->Flock North->Rendezvous;1219.275879;VALID;COMPLETE;
2017-09-30T16:45:13.949215;18;;;Next Clicked;;;;;;
2017-09-30T16:45:25.023683;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-30T16:45:26.096606;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-30T16:45:27.695718;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:45:28.632657;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-30T16:45:29.935900;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-30T16:45:30.856559;;;;Add button clicked! Item is Flock West;;;;;;
2017-09-30T16:45:32.951636;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:45:33.776460;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-30T16:45:34.847692;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:45:39.479519;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:45:42.423748;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-30T16:45:46.239577;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:45:49.031494;18;;0;Submit Clicked;10,18,23,31;e,n,w,n;;;;
2017-09-30T16:45:50.026152;18;;0;Submit Clicked;10,18,23,31;e,n,w,n;;;;
2017-09-30T16:45:50.026472;18;;0;Run Clicked;10,18,23,31;e,n,w,n;;;;
2017-09-30T16:45:55.075757;18;14;1;Sequence Generated;10,18,23,31;Flock East->Flock North->Flock West->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:45:57.415607;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:46:01.050175;18;;1;Submit Clicked;11,19,24,32;e,n,w,n;;;;
2017-09-30T16:46:02.081920;18;;1;Submit Clicked;11,19,24,32;e,n,w,n;;;;
2017-09-30T16:46:02.082218;18;;1;Run Clicked;11,19,24,32;e,n,w,n;;;;
2017-09-30T16:46:07.139696;18;14;2;Sequence Generated;11,19,24,32;Flock East->Flock North->Flock West->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:46:08.047727;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:46:11.577865;18;;2;Submit Clicked;11,19,24,31;e,n,w,n;;;;
2017-09-30T16:46:12.433929;18;;2;Submit Clicked;11,19,24,31;e,n,w,n;;;;
2017-09-30T16:46:12.434230;18;;2;Run Clicked;11,19,24,31;e,n,w,n;;;;
2017-09-30T16:46:17.506387;18;14;3;Sequence Generated;11,19,24,31;Flock East->Flock North->Flock West->Flock North;1053.440674;VALID;INCOMPLETE;
2017-09-30T16:46:24.175580;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-30T16:46:25.016546;;;;Add button clicked! Item is Flock West;;;;;;
2017-09-30T16:46:25.727838;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-30T16:46:28.954866;18;;3;Submit Clicked;11,19,24,31,35;e,n,w,n,w;;;;
2017-09-30T16:46:29.706073;18;;3;Submit Clicked;11,19,24,31,35;e,n,w,n,w;;;;
2017-09-30T16:46:29.706350;18;;3;Run Clicked;11,19,24,31,35;e,n,w,n,w;;;;
2017-09-30T16:46:35.779936;18;14;4;Sequence Generated;11,19,24,31,35;Flock East->Flock North->Flock West->Flock North->Flock West;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:46:37.855517;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-30T16:46:41.929757;18;;4;Submit Clicked;11,19,24,30,34;e,n,w,n,w;;;;
2017-09-30T16:46:44.871623;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-30T16:46:47.658071;18;;4;Submit Clicked;11,19,24,30,35;e,n,w,n,w;;;;
2017-09-30T16:46:48.418273;18;;4;Submit Clicked;11,19,24,30,35;e,n,w,n,w;;;;
2017-09-30T16:46:48.418650;18;;4;Run Clicked;11,19,24,30,35;e,n,w,n,w;;;;
2017-09-30T16:46:54.499293;18;14;5;Sequence Generated;11,19,24,30,35;Flock East->Flock North->Flock West->Flock North->Flock West;1158.067749;VALID;INCOMPLETE;
2017-09-30T16:47:01.231867;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:47:02.160538;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-30T16:47:02.911606;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-30T16:47:05.936014;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-30T16:47:06.776869;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-30T16:47:07.447728;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-30T16:47:09.949052;18;;5;Submit Clicked;11,19,24,30,35,37,38;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:11.786160;18;;5;Submit Clicked;11,19,24,30,35,37,38;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:11.786437;18;;5;Run Clicked;11,19,24,30,35,37,38;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:19.843709;18;14;6;Sequence Generated;11,19,24,30,35,37,38;Flock East->Flock North->Flock West->Flock North->Flock West->Flock North->Rendezvous;1224.651245;VALID;INCOMPLETE;
2017-09-30T16:47:20.911611;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-30T16:47:24.639623;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-30T16:47:27.101152;18;;6;Submit Clicked;11,19,24,30,35,39,41;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:27.898779;18;;6;Submit Clicked;11,19,24,30,35,39,41;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:27.899205;18;;6;Run Clicked;11,19,24,30,35,39,41;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:35.971360;18;14;7;Sequence Generated;11,19,24,30,35,39,41;Flock East->Flock North->Flock West->Flock North->Flock West->Flock North->Rendezvous;1338.864136;VALID;INCOMPLETE;
2017-09-30T16:47:38.327945;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-30T16:47:44.250637;18;;7;Submit Clicked;11,19,24,30,36,40,42;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:45.266389;18;;7;Submit Clicked;11,19,24,30,36,40,42;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:45.266751;18;;7;Run Clicked;11,19,24,30,36,40,42;e,n,w,n,w,n,r;;;;
2017-09-30T16:47:53.347448;18;14;8;Sequence Generated;11,19,24,30,36,40,42;Flock East->Flock North->Flock West->Flock North->Flock West->Flock North->Rendezvous;1372.712891;VALID;INCOMPLETE;
2017-09-30T16:47:58.567634;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-30T16:48:02.130520;18;;8;Submit Clicked;11,19,24,30,36,40,43;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:02.914881;18;;8;Submit Clicked;11,19,24,30,36,40,43;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:02.915333;18;;8;Run Clicked;11,19,24,30,36,40,43;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:11.011911;18;14;9;Sequence Generated;11,19,24,30,36,40,43;Flock East->Flock North->Flock West->Flock North->Flock West->Flock North->Rendezvous;1393.618652;VALID;COMPLETE;
2017-09-30T16:48:23.367758;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-30T16:48:26.538526;18;;9;Submit Clicked;11,19,24,30,36,39,42;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:27.483610;18;;9;Submit Clicked;11,19,24,30,36,39,42;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:27.483904;18;;9;Run Clicked;11,19,24,30,36,39,42;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:35.576136;18;14;10;Sequence Generated;11,19,24,30,36,39,42;Flock East->Flock North->Flock West->Flock North->Flock West->Flock North->Rendezvous;1356.785645;VALID;COMPLETE;
2017-09-30T16:48:37.007770;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-30T16:48:39.618458;18;;10;Submit Clicked;11,19,24,30,36,39,41;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:40.555051;18;;10;Submit Clicked;11,19,24,30,36,39,41;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:40.555450;18;;10;Run Clicked;11,19,24,30,36,39,41;e,n,w,n,w,n,r;;;;
2017-09-30T16:48:48.632252;18;14;11;Sequence Generated;11,19,24,30,36,39,41;Flock East->Flock North->Flock West->Flock North->Flock West->Flock North->Rendezvous;1340.251343;VALID;COMPLETE;
2017-09-30T16:48:51.265166;18;;;Next Clicked;;;;;;
2017-09-30T16:48:59.623769;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:49:03.767835;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-30T16:49:11.528821;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-30T16:49:12.543947;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-30T16:49:18.792774;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-30T16:49:23.359732;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:49:25.799818;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:49:26.787557;18;;0;Submit Clicked;5,13;e,n;;;;
2017-09-30T16:49:27.953525;18;;0;Submit Clicked;5,13;e,n;;;;
2017-09-30T16:49:27.953865;18;;0;Run Clicked;5,13;e,n;;;;
2017-09-30T16:49:30.999411;18;12;1;Sequence Generated;5,13;Flock East->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:49:31.848041;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-30T16:49:33.112707;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-30T16:49:34.288036;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-30T16:49:35.344818;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-30T16:49:36.305596;18;;1;Submit Clicked;5,13;e,s;;;;
2017-09-30T16:49:39.601697;18;;1;Submit Clicked;5,13;e,s;;;;
2017-09-30T16:49:39.602091;18;;1;Run Clicked;5,13;e,s;;;;
2017-09-30T16:49:42.647587;18;12;2;Sequence Generated;5,13;Flock East->Flock South;100000.000000;INVALID;INCOMPLETE;
2017-09-30T16:49:46.839939;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-30T16:49:49.143668;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:49:51.529411;18;;2;Submit Clicked;4,13;e,s;;;;
2017-09-30T16:49:52.313525;18;;2;Submit Clicked;4,13;e,s;;;;
2017-09-30T16:49:52.313790;18;;2;Run Clicked;4,13;e,s;;;;
2017-09-30T16:49:55.352290;18;12;3;Sequence Generated;4,13;Flock East->Flock South;446.285248;VALID;INCOMPLETE;
2017-09-30T16:49:57.248023;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-30T16:49:59.674254;18;;3;Submit Clicked;4,16;e,s;;;;
2017-09-30T16:50:00.921842;18;;3;Submit Clicked;4,16;e,s;;;;
2017-09-30T16:50:00.922227;18;;3;Run Clicked;4,16;e,s;;;;
