TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-28T20:54:51.327242;11;;6;Run Clicked;6,7,19;w,r,e;;;;
2017-09-28T20:54:51.364449;11;16;7;Sequence Generated;6,7,19;Flock West->Rendezvous->Flock East;477.422272;VALID;INCOMPLETE;
2017-09-28T20:54:59.684895;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T20:55:00.565222;;;;Sequence table clicked! Item is ;;;;;;
2017-09-28T20:55:01.709015;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-28T20:55:07.972944;;;;Sequence table clicked! Item is ;;;;;;
2017-09-28T20:55:09.060988;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:55:09.661987;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:55:10.197234;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T20:55:11.674110;11;;7;Submit Clicked;6,7,17.5,18.5;w,r,e,r;;;;
2017-09-28T20:55:12.759425;11;;7;Submit Clicked;6,7,17.5,18.5;w,r,e,r;;;;
2017-09-28T20:55:12.759847;11;;7;Run Clicked;6,7,17.5,18.5;w,r,e,r;;;;
2017-09-28T20:55:12.805631;11;16;8;Sequence Generated;6,7,17.5,18.5;Flock West->Rendezvous->Flock East->Rendezvous;453.864685;VALID;INCOMPLETE;
2017-09-28T20:55:19.221027;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-28T20:55:21.279333;11;;8;Submit Clicked;6,7,18,19;w,r,e,r;;;;
2017-09-28T20:55:22.191417;11;;8;Submit Clicked;6,7,18,19;w,r,e,r;;;;
2017-09-28T20:55:22.191932;11;;8;Run Clicked;6,7,18,19;w,r,e,r;;;;
2017-09-28T20:55:22.245237;11;16;9;Sequence Generated;6,7,18,19;Flock West->Rendezvous->Flock East->Rendezvous;475.870605;VALID;COMPLETE;
2017-09-28T20:55:40.884178;11;;;Next Clicked;;;;;;
2017-09-28T20:55:44.757136;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-28T20:55:47.597124;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-28T20:55:49.045048;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-28T20:55:49.189117;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-28T20:55:49.589290;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T20:55:49.949141;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T20:55:51.212418;11;;0;Submit Clicked;10,13,16,26;;;;;
2017-09-28T20:55:52.055114;11;;0;Submit Clicked;10,13,16,26;;;;;
2017-09-28T20:55:52.055396;11;;0;Run Clicked;10,13,16,26;;;;;
2017-09-28T20:55:52.196711;11;15;1;Sequence Generated;10,13,16,26;Flocking->Rendezvous->Flock East->Flock East;683.920288;VALID;INCOMPLETE;
2017-09-28T20:56:04.485193;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T20:56:05.629172;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T20:56:07.117228;;;;Sequence table clicked! Item is ;;;;;;
2017-09-28T20:56:08.669392;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:56:09.581137;;;;Sequence table clicked! Item is ;;;;;;
2017-09-28T20:56:10.917204;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:56:12.470295;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:56:13.165226;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T20:56:14.768748;11;;1;Submit Clicked;10,13,16,25,29;i,r,e,e,r;;;;
2017-09-28T20:56:15.736071;11;;1;Submit Clicked;10,13,16,25,29;i,r,e,e,r;;;;
2017-09-28T20:56:15.736364;11;;1;Run Clicked;10,13,16,25,29;i,r,e,e,r;;;;
2017-09-28T20:56:15.781110;11;15;2;Sequence Generated;10,13,16,25,29;Flocking->Rendezvous->Flock East->Flock East->Rendezvous;759.262878;VALID;COMPLETE;
2017-09-28T20:56:22.557460;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T20:56:24.113609;11;;2;Submit Clicked;10,13,16,23,27;i,r,e,e,r;;;;
2017-09-28T20:56:25.023888;11;;2;Submit Clicked;10,13,16,23,27;i,r,e,e,r;;;;
2017-09-28T20:56:25.024228;11;;2;Run Clicked;10,13,16,23,27;i,r,e,e,r;;;;
2017-09-28T20:56:25.061723;11;15;3;Sequence Generated;10,13,16,23,27;Flocking->Rendezvous->Flock East->Flock East->Rendezvous;679.345947;VALID;COMPLETE;
2017-09-28T20:56:42.755960;11;;;Next Clicked;;;;;;
2017-09-28T20:56:46.397237;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-28T20:56:51.621378;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-28T20:56:52.941574;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-28T20:56:54.581467;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T20:56:56.996948;11;;0;Submit Clicked;5,10,30,35;;;;;
2017-09-28T20:56:58.119514;11;;0;Submit Clicked;5,10,30,35;;;;;
2017-09-28T20:56:58.119892;11;;0;Run Clicked;5,10,30,35;;;;;
2017-09-28T20:56:58.243869;11;10;1;Sequence Generated;5,10,30,35;Flock West->Flocking->Rendezvous->Rendezvous;184.042740;VALID;INCOMPLETE;
2017-09-28T20:57:06.253319;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:57:10.670484;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:57:11.373521;;;;Sequence table clicked! Item is ;;;;;;
2017-09-28T20:57:11.637284;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:57:13.662491;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:57:15.485637;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-28T20:57:16.549297;;;;Sequence table clicked! Item is 2;;;;;;
2017-09-28T20:57:17.397320;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-28T20:57:17.829307;;;;Sequence table clicked! Item is ;;;;;;
2017-09-28T20:57:18.613621;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-28T20:57:19.342165;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-28T20:57:20.087568;11;;1;Submit Clicked;5,10,30,35;w,i,n;;;;
2017-09-28T20:57:21.031730;11;;1;Submit Clicked;5,10,30,35;w,i,n;;;;
2017-09-28T20:57:21.032048;11;;1;Run Clicked;5,10,30,35;w,i,n;;;;
2017-09-28T20:57:21.096611;11;10;2;Sequence Generated;5,10,30,35;Flock West->Flocking->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:57:27.150614;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-28T20:57:27.869294;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-28T20:57:28.702456;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-28T20:57:29.637564;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-28T20:57:30.726341;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-28T20:57:31.808842;11;;2;Submit Clicked;5,10,30,35;w,n;;;;
2017-09-28T20:57:33.023817;11;;2;Submit Clicked;5,10,30,35;w,n;;;;
2017-09-28T20:57:33.024192;11;;2;Run Clicked;5,10,30,35;w,n;;;;
2017-09-28T20:57:33.061515;11;10;3;Sequence Generated;5,10,30,35;Flock West->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:57:39.430567;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-28T20:57:41.117633;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:57:42.286605;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:57:42.797374;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-28T20:57:44.741561;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-28T20:57:45.725689;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-28T20:57:45.989396;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-28T20:57:46.766560;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-28T20:57:47.309556;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-28T20:57:48.810462;11;;3;Submit Clicked;5,6,16,21;w,r,n;;;;
2017-09-28T20:57:49.543389;11;;3;Submit Clicked;5,6,16,21;w,r,n;;;;
2017-09-28T20:57:49.543730;11;;3;Run Clicked;5,6,16,21;w,r,n;;;;
2017-09-28T20:57:49.572518;11;10;4;Sequence Generated;5,6,16,21;Flock West->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:57:59.045316;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-28T20:58:00.825004;11;;4;Submit Clicked;4,5,15,20;w,r,n;;;;
2017-09-28T20:58:01.607731;11;;4;Submit Clicked;4,5,15,20;w,r,n;;;;
2017-09-28T20:58:01.607981;11;;4;Run Clicked;4,5,15,20;w,r,n;;;;
2017-09-28T20:58:01.636956;11;10;5;Sequence Generated;4,5,15,20;Flock West->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:58:06.549433;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-28T20:58:08.600628;11;;5;Submit Clicked;4.5,5.5,15.5,20.5;w,r,n;;;;
2017-09-28T20:58:09.183578;11;;5;Submit Clicked;4.5,5.5,15.5,20.5;w,r,n;;;;
2017-09-28T20:58:09.183994;11;;5;Run Clicked;4.5,5.5,15.5,20.5;w,r,n;;;;
2017-09-28T20:58:09.220439;11;10;6;Sequence Generated;4.5,5.5,15.5,20.5;Flock West->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:58:15.653445;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-28T20:58:20.120786;11;;6;Submit Clicked;4.35,5.35,15.35,20.35;w,r,n;;;;
2017-09-28T20:58:21.455453;11;;6;Submit Clicked;4.35,5.35,15.35,20.35;w,r,n;;;;
2017-09-28T20:58:21.455823;11;;6;Run Clicked;4.35,5.35,15.35,20.35;w,r,n;;;;
2017-09-28T20:58:21.476503;11;10;7;Sequence Generated;4.35,5.35,15.35,20.35;Flock West->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:58:29.853514;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-28T20:58:32.104630;11;;7;Submit Clicked;4.35,4.85,14.85,19.85;w,r,n;;;;
2017-09-28T20:58:32.751933;11;;7;Submit Clicked;4.35,4.85,14.85,19.85;w,r,n;;;;
2017-09-28T20:58:32.752267;11;;7;Run Clicked;4.35,4.85,14.85,19.85;w,r,n;;;;
2017-09-28T20:58:32.776609;11;10;8;Sequence Generated;4.35,4.85,14.85,19.85;Flock West->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:58:37.693523;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-28T20:58:38.899066;11;;8;Submit Clicked;4.35,6.35,16.35,21.35;w,r,n;;;;
2017-09-28T20:58:39.631732;11;;8;Submit Clicked;4.35,6.35,16.35,21.35;w,r,n;;;;
2017-09-28T20:58:39.632072;11;;8;Run Clicked;4.35,6.35,16.35,21.35;w,r,n;;;;
2017-09-28T20:58:39.652179;11;10;9;Sequence Generated;4.35,6.35,16.35,21.35;Flock West->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:58:45.789791;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-28T20:58:48.244470;11;;9;Submit Clicked;6,8,18,23;w,r,n;;;;
2017-09-28T20:58:49.095593;11;;9;Submit Clicked;6,8,18,23;w,r,n;;;;
2017-09-28T20:58:49.095895;11;;9;Run Clicked;6,8,18,23;w,r,n;;;;
2017-09-28T20:58:49.123668;11;10;10;Sequence Generated;6,8,18,23;Flock West->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:58:53.797582;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-28T20:58:56.304957;11;;10;Submit Clicked;5,7,17,22;w,r,n;;;;
2017-09-28T20:58:57.047987;11;;10;Submit Clicked;5,7,17,22;w,r,n;;;;
2017-09-28T20:58:57.048348;11;;10;Run Clicked;5,7,17,22;w,r,n;;;;
2017-09-28T20:58:57.096376;11;10;11;Sequence Generated;5,7,17,22;Flock West->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:59:06.469592;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-28T20:59:09.509583;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T20:59:10.341600;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:11.461636;;;;Sequence table clicked! Item is 3;;;;;;
2017-09-28T20:59:13.125592;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:13.734631;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:14.637574;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T20:59:15.845823;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-28T20:59:16.830838;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-28T20:59:17.957795;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T20:59:19.556051;11;;11;Submit Clicked;5,7,10,15,25;w,r,n,r,n;;;;
2017-09-28T20:59:20.584318;11;;11;Submit Clicked;5,7,10,15,25;w,r,n,r,n;;;;
2017-09-28T20:59:20.584646;11;;11;Run Clicked;5,7,10,15,25;w,r,n,r,n;;;;
2017-09-28T20:59:20.643763;11;10;12;Sequence Generated;5,7,10,15,25;Flock West->Rendezvous->Flock North->Rendezvous->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-28T20:59:27.557677;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T20:59:28.861805;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-28T20:59:29.830543;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-28T20:59:32.917862;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:33.638852;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:34.085666;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-28T20:59:35.214608;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-28T20:59:35.797983;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:36.358702;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:36.821878;;;;Sequence table clicked! Item is Flock West;;;;;;
2017-09-28T20:59:37.606460;;;;Delete button clicked! Item is Flock West;;;;;;
2017-09-28T20:59:38.048110;11;;12;Submit Clicked;5,7,10,15,25;;;;;
2017-09-28T20:59:39.231963;11;;12;Submit Clicked;5,7,10,15,25;;;;;
2017-09-28T20:59:39.232293;11;;12;Run Clicked;5,7,10,15,25;;;;;
2017-09-28T20:59:39.365873;11;10;13;Sequence Generated;5,7,10,15,25;Flock West->Flock North->Rendezvous->Flocking->Flock North;611.885742;VALID;INCOMPLETE;
2017-09-28T20:59:47.805950;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:49.134874;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-28T20:59:49.837876;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-28T20:59:50.445893;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-28T20:59:51.413922;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T20:59:55.226832;11;;13;Submit Clicked;5,7,10,15,27,35;w,n,r,i,n,r;;;;
2017-09-28T20:59:55.992598;11;;13;Submit Clicked;5,7,10,15,27,35;w,n,r,i,n,r;;;;
2017-09-28T20:59:55.992932;11;;13;Run Clicked;5,7,10,15,27,35;w,n,r,i,n,r;;;;
2017-09-28T20:59:56.036715;11;10;14;Sequence Generated;5,7,10,15,27,35;Flock West->Flock North->Rendezvous->Flocking->Flock North->Rendezvous;817.859070;VALID;INCOMPLETE;
2017-09-28T21:00:03.509948;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T21:00:03.789635;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T21:00:04.613729;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T21:00:06.165969;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-28T21:00:07.442599;11;;14;Submit Clicked;5,7,10,15,25,31;w,n,r,i,n,r;;;;
2017-09-28T21:00:08.248805;11;;14;Submit Clicked;5,7,10,15,25,31;w,n,r,i,n,r;;;;
2017-09-28T21:00:08.249118;11;;14;Run Clicked;5,7,10,15,25,31;w,n,r,i,n,r;;;;
2017-09-28T21:00:08.294048;11;10;15;Sequence Generated;5,7,10,15,25,31;Flock West->Flock North->Rendezvous->Flocking->Flock North->Rendezvous;733.728760;VALID;COMPLETE;
2017-09-28T21:00:19.606005;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T21:00:22.016589;11;;15;Submit Clicked;5,7,10,14.5,24.5,30.5;w,n,r,i,n,r;;;;
2017-09-28T21:00:23.000848;11;;15;Submit Clicked;5,7,10,14.5,24.5,30.5;w,n,r,i,n,r;;;;
2017-09-28T21:00:23.001178;11;;15;Run Clicked;5,7,10,14.5,24.5,30.5;w,n,r,i,n,r;;;;
2017-09-28T21:00:23.043561;11;10;16;Sequence Generated;5,7,10,14.5,24.5,30.5;Flock West->Flock North->Rendezvous->Flocking->Flock North->Rendezvous;728.364380;VALID;COMPLETE;
2017-09-28T21:00:30.926014;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T21:00:33.427529;11;;;Next Clicked;;;;;;
2017-09-28T21:00:36.862004;;;;Sequence table clicked! Item is 1;;;;;;
2017-09-28T21:00:37.438081;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-28T21:00:39.221995;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-28T21:00:45.725843;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-28T21:00:47.405988;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-28T21:00:48.574098;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T21:00:49.965846;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-28T21:00:51.623308;11;;0;Submit Clicked;2,22,24,26,36,38;;;;;
2017-09-28T21:00:52.736283;11;;0;Submit Clicked;2,22,24,26,36,38;;;;;
2017-09-28T21:00:52.736623;11;;0;Run Clicked;2,22,24,26,36,38;;;;;
2017-09-28T21:00:53.155373;11;18;1;Sequence Generated;2,22,24,26,36,38;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking;790.541443;VALID;INCOMPLETE;
2017-09-28T21:01:03.501877;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-28T21:01:08.726186;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T21:01:10.852128;11;;1;Submit Clicked;2,27,29,31,51,53;e,i,e,r,n,i;;;;
2017-09-28T21:01:12.032764;11;;1;Submit Clicked;2,27,29,31,51,53;e,i,e,r,n,i;;;;
2017-09-28T21:01:12.033060;11;;1;Run Clicked;2,27,29,31,51,53;e,i,e,r,n,i;;;;
2017-09-28T21:01:12.130764;11;18;2;Sequence Generated;2,27,29,31,51,53;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking;100000.000000;INVALID;INCOMPLETE;
2017-09-28T21:01:19.542176;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-28T21:01:24.674902;11;;2;Submit Clicked;2,27,29,31,43,45;e,i,e,r,n,i;;;;
2017-09-28T21:01:27.104478;11;;2;Submit Clicked;2,27,29,31,43,45;e,i,e,r,n,i;;;;
2017-09-28T21:01:27.104802;11;;2;Run Clicked;2,27,29,31,43,45;e,i,e,r,n,i;;;;
2017-09-28T21:01:27.170653;11;18;3;Sequence Generated;2,27,29,31,43,45;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking;920.156677;VALID;INCOMPLETE;
2017-09-28T21:01:34.998069;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-28T21:01:37.797920;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-28T21:01:39.010147;11;;3;Submit Clicked;2,27,29,31,43,45,50,55;e,i,e,r,n,i;;;;
2017-09-28T21:01:39.952954;11;;3;Submit Clicked;2,27,29,31,43,45,50,55;e,i,e,r,n,i;;;;
2017-09-28T21:01:39.953274;11;;3;Run Clicked;2,27,29,31,43,45,50,55;e,i,e,r,n,i;;;;
2017-09-28T21:01:40.163133;11;18;4;Sequence Generated;2,27,29,31,43,45,50,55;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking->Rendezvous->Flock North;1143.872925;VALID;INCOMPLETE;
2017-09-28T21:01:52.638225;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-28T21:01:58.502707;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-28T21:01:59.166132;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-28T21:02:00.255120;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-28T21:02:03.110044;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-28T21:02:03.711085;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-28T21:02:05.230269;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T21:02:05.903164;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-28T21:02:06.761165;11;;4;Submit Clicked;2,27,29,31,43,45,50,55;e,i,e,r,n,i,e,r;;;;
2017-09-28T21:02:07.801905;11;;4;Submit Clicked;2,27,29,31,43,45,50,55;e,i,e,r,n,i,e,r;;;;
2017-09-28T21:02:07.802318;11;;4;Run Clicked;2,27,29,31,43,45,50,55;e,i,e,r,n,i,e,r;;;;
2017-09-28T21:02:07.906767;11;18;5;Sequence Generated;2,27,29,31,43,45,50,55;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking->Flock East->Rendezvous;100000.000000;INVALID;INCOMPLETE;
2017-09-28T21:02:16.694251;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-28T21:02:20.482227;11;;5;Submit Clicked;2,27,29,31,43,45,48,53;e,i,e,r,n,i,e,r;;;;
2017-09-28T21:02:21.425344;11;;5;Submit Clicked;2,27,29,31,43,45,48,53;e,i,e,r,n,i,e,r;;;;
2017-09-28T21:02:21.425634;11;;5;Run Clicked;2,27,29,31,43,45,48,53;e,i,e,r,n,i,e,r;;;;
2017-09-28T21:02:21.541709;11;18;6;Sequence Generated;2,27,29,31,43,45,48,53;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking->Flock East->Rendezvous;1137.706909;VALID;INCOMPLETE;
2017-09-28T21:02:30.742269;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-28T21:02:31.967232;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-28T21:02:32.742221;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-28T21:02:33.375262;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-28T21:02:34.550545;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-28T21:02:35.167265;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-28T21:02:35.854265;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-28T21:02:37.417272;11;;6;Submit Clicked;2,27,29,31,43,45,48,53,55;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:02:38.401578;11;;6;Submit Clicked;2,27,29,31,43,45,48,53,55;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:02:38.401944;11;;6;Run Clicked;2,27,29,31,43,45,48,53,55;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:02:38.498916;11;18;7;Sequence Generated;2,27,29,31,43,45,48,53,55;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking->Flock East->Flock North->Rendezvous;100000.000000;INVALID;INCOMPLETE;
2017-09-28T21:02:49.494103;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-28T21:02:52.458442;11;;7;Submit Clicked;2,27,29,31,43,45,46,51,53;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:02:53.073670;11;;7;Submit Clicked;2,27,29,31,43,45,46,51,53;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:02:53.074013;11;;7;Run Clicked;2,27,29,31,43,45,46,51,53;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:02:53.155069;11;18;8;Sequence Generated;2,27,29,31,43,45,46,51,53;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking->Flock East->Flock North->Rendezvous;1195.129639;VALID;INCOMPLETE;
2017-09-28T21:03:07.758309;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-28T21:03:10.433496;11;;8;Submit Clicked;2,27,29,31,43,45,46.5,51.5,53.5;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:03:11.009844;11;;8;Submit Clicked;2,27,29,31,43,45,46.5,51.5,53.5;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:03:12.346297;11;;8;Submit Clicked;2,27,29,31,43,45,46.5,51.5,53.5;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:03:12.346813;11;;8;Run Clicked;2,27,29,31,43,45,46.5,51.5,53.5;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:03:12.454080;11;18;9;Sequence Generated;2,27,29,31,43,45,46.5,51.5,53.5;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking->Flock East->Flock North->Rendezvous;1205.747437;VALID;COMPLETE;
2017-09-28T21:03:28.374377;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-28T21:03:30.426562;11;;9;Submit Clicked;2,27,29,31,43,45,46.5,49.5,51.5;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:03:30.561538;11;;9;Submit Clicked;2,27,29,31,43,45,46.5,49.5,51.5;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:03:32.137507;11;;9;Submit Clicked;2,27,29,31,43,45,46.5,49.5,51.5;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:03:32.137818;11;;9;Run Clicked;2,27,29,31,43,45,46.5,49.5,51.5;e,i,e,r,n,i,e,n,r;;;;
2017-09-28T21:03:32.227179;11;18;10;Sequence Generated;2,27,29,31,43,45,46.5,49.5,51.5;Flock East->Flocking->Flock East->Rendezvous->Flock North->Flocking->Flock East->Flock North->Rendezvous;1129.308594;VALID;INCOMPLETE;
