TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-27T14:59:54.518417;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T14:59:55.413593;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;
2017-09-27T14:59:58.207602;5;;3;Submit Clicked;1,6,15,20,25,28,32;n,w,n,e,i,s,r;;;
2017-09-27T14:59:59.392733;5;;3;Submit Clicked;1,6,15,20,25,28,32;n,w,n,e,i,s,r;;;
2017-09-27T14:59:59.393042;5;;3;Run Clicked;1,6,15,20,25,28,32;n,w,n,e,i,s,r;;;
2017-09-27T14:59:59.451804;5;11;4;Sequence Generated;1,6,15,20,25,28,32;Flock North->Flock West->Flock North->Flock East->Flocking->Flock South->Rendezvous;778.817261;VALID;INCOMPLETE
2017-09-27T15:00:13.590075;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:00:17.158144;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:00:18.917890;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:00:27.214297;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-27T15:00:29.315151;5;;4;Submit Clicked;1,6,14,20,25,30,34;n,w,n,e,i,s,r;;;
2017-09-27T15:00:29.985357;5;;4;Submit Clicked;1,6,14,20,25,30,34;n,w,n,e,i,s,r;;;
2017-09-27T15:00:29.985628;5;;4;Run Clicked;1,6,14,20,25,30,34;n,w,n,e,i,s,r;;;
2017-09-27T15:00:30.042840;5;11;5;Sequence Generated;1,6,14,20,25,30,34;Flock North->Flock West->Flock North->Flock East->Flocking->Flock South->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T15:00:39.350139;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-27T15:00:40.022550;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:00:42.525419;5;;5;Submit Clicked;1,6,14,20,28,33,37;n,w,n,e,i,s,r;;;
2017-09-27T15:00:43.121696;5;;5;Submit Clicked;1,6,14,20,28,33,37;n,w,n,e,i,s,r;;;
2017-09-27T15:00:43.122099;5;;5;Run Clicked;1,6,14,20,28,33,37;n,w,n,e,i,s,r;;;
2017-09-27T15:00:43.195751;5;11;6;Sequence Generated;1,6,14,20,28,33,37;Flock North->Flock West->Flock North->Flock East->Flocking->Flock South->Rendezvous;100000;INVALID;COMPLETE
2017-09-27T15:00:52.342470;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:00:59.345806;5;;6;Submit Clicked;1,6,14,20,28.5,33.5,37.5;n,w,n,e,i,s,r;;;
2017-09-27T15:01:00.498051;5;;6;Submit Clicked;1,6,14,20,28.5,33.5,37.5;n,w,n,e,i,s,r;;;
2017-09-27T15:01:00.498380;5;;6;Run Clicked;1,6,14,20,28.5,33.5,37.5;n,w,n,e,i,s,r;;;
2017-09-27T15:01:00.570950;5;11;7;Sequence Generated;1,6,14,20,28.5,33.5,37.5;Flock North->Flock West->Flock North->Flock East->Flocking->Flock South->Rendezvous;100000;INVALID;COMPLETE
2017-09-27T15:01:14.622853;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:01:15.047041;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:01:18.593568;5;;7;Submit Clicked;1,6,14,20,28.7,33.7,37.7;n,w,n,e,i,s,r;;;
2017-09-27T15:01:22.890180;5;;7;Submit Clicked;1,6,14,20,28.7,33.7,37.7;n,w,n,e,i,s,r;;;
2017-09-27T15:01:24.001869;5;;7;Submit Clicked;1,6,14,20,28.7,33.7,37.7;n,w,n,e,i,s,r;;;
2017-09-27T15:01:24.002150;5;;7;Run Clicked;1,6,14,20,28.7,33.7,37.7;n,w,n,e,i,s,r;;;
2017-09-27T15:01:24.058687;5;11;8;Sequence Generated;1,6,14,20,28.7,33.7,37.7;Flock North->Flock West->Flock North->Flock East->Flocking->Flock South->Rendezvous;100000;INVALID;COMPLETE
2017-09-27T15:01:39.495610;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:01:41.306468;5;;8;Submit Clicked;1,6,14,20,29,34,38;n,w,n,e,i,s,r;;;
2017-09-27T15:01:42.586907;5;;8;Submit Clicked;1,6,14,20,29,34,38;n,w,n,e,i,s,r;;;
2017-09-27T15:01:42.587317;5;;8;Run Clicked;1,6,14,20,29,34,38;n,w,n,e,i,s,r;;;
2017-09-27T15:01:42.651648;5;11;9;Sequence Generated;1,6,14,20,29,34,38;Flock North->Flock West->Flock North->Flock East->Flocking->Flock South->Rendezvous;896.251221;VALID;COMPLETE
2017-09-27T15:01:56.959761;5;;;Next Clicked;;;;;
2017-09-27T15:02:10.224124;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:02:13.488176;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:02:13.904138;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:02:14.448238;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:02:15.272174;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:02:15.720061;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:02:16.103896;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-27T15:02:16.600215;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;
2017-09-27T15:02:17.235944;5;;0;Submit Clicked;5,10,15,20,25,30,35;;;;
2017-09-27T15:02:18.778803;5;;0;Submit Clicked;5,10,15,20,25,30,35;;;;
2017-09-27T15:02:18.779196;5;;0;Run Clicked;5,10,15,20,25,30,35;;;;
2017-09-27T15:02:19.258803;5;6;1;Sequence Generated;5,10,15,20,25,30,35;Rendezvous->Rendezvous->Flocking->Flock South->Flocking->Flocking->Rendezvous;435.00827;VALID;INCOMPLETE
2017-09-27T15:02:29.560400;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-27T15:02:30.857006;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T15:02:31.025327;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T15:02:31.200917;;;;Delete button clicked! Item is Flocking;;;;;
2017-09-27T15:02:31.649184;;;;Delete button clicked! Item is Flock South;;;;;
2017-09-27T15:02:31.825345;;;;Delete button clicked! Item is Flocking;;;;;
2017-09-27T15:02:32.001094;;;;Delete button clicked! Item is Flocking;;;;;
2017-09-27T15:02:32.473276;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T15:02:35.072210;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T15:02:35.905220;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T15:02:37.419175;5;;1;Submit Clicked;5,10,15,20,25,30,35;e;;;
2017-09-27T15:02:38.330980;5;;1;Submit Clicked;5,10,15,20,25,30,35;e;;;
2017-09-27T15:02:38.331494;5;;1;Run Clicked;5,10,15,20,25,30,35;e;;;
2017-09-27T15:02:38.522430;5;6;2;Sequence Generated;5,10,15,20,25,30,35;Flock East->Rendezvous->Flock West->Flock West->Flock East->Flock East->Rendezvous;874.864807;VALID;INCOMPLETE
2017-09-27T15:02:45.793157;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-27T15:02:45.985455;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T15:02:46.161404;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-27T15:02:46.321543;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-27T15:02:46.497094;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-27T15:02:46.657209;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-27T15:02:47.129566;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T15:02:48.008578;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:02:49.832482;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:02:50.456604;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:02:50.888772;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:02:51.360455;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:02:52.120559;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-27T15:02:52.624700;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;
2017-09-27T15:02:53.512679;;;;Sequence table clicked! Item is ;;;;;
2017-09-27T15:02:54.352655;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T15:02:55.385406;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T15:02:56.520438;5;;2;Submit Clicked;5;e;;;
2017-09-27T15:02:57.345499;5;;2;Submit Clicked;5;e;;;
2017-09-27T15:02:57.345642;5;;2;Run Clicked;5;e;;;
2017-09-27T15:02:57.370857;5;6;3;Sequence Generated;5;Flock East;190.265045;VALID;INCOMPLETE
2017-09-27T15:03:00.432701;;;;Sequence table clicked! Item is ;;;;;
2017-09-27T15:03:02.280889;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-27T15:03:03.017783;;;;Add button clicked! Item is Flocking;;;;;
2017-09-27T15:03:04.024850;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:03:07.072645;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:03:15.289087;;;;Sequence table clicked! Item is ;;;;;
2017-09-27T15:03:16.409245;;;;Behavior table clicked! Item is Flock South;;;;;
2017-09-27T15:03:17.074026;;;;Add button clicked! Item is Flock South;;;;;
2017-09-27T15:03:17.974084;5;;3;Submit Clicked;5,10,17;e,i,s;;;
2017-09-27T15:03:18.666904;5;;3;Submit Clicked;5,10,17;e,i,s;;;
2017-09-27T15:03:18.667229;5;;3;Run Clicked;5,10,17;e,i,s;;;
2017-09-27T15:03:18.715571;5;6;4;Sequence Generated;5,10,17;Flock East->Flocking->Flock South;100000;INVALID;INCOMPLETE
2017-09-27T15:03:23.369237;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:03:25.420826;5;;4;Submit Clicked;5,7,14;e,i,s;;;
2017-09-27T15:03:26.067193;5;;4;Submit Clicked;5,7,14;e,i,s;;;
2017-09-27T15:03:26.067613;5;;4;Run Clicked;5,7,14;e,i,s;;;
2017-09-27T15:03:26.107152;5;6;5;Sequence Generated;5,7,14;Flock East->Flocking->Flock South;100000;INVALID;INCOMPLETE
2017-09-27T15:03:31.521384;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:03:33.473430;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-27T15:03:35.386326;;;;Delete button clicked! Item is Flocking;;;;;
2017-09-27T15:03:36.753562;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:03:38.137463;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:03:40.409582;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:03:41.389242;5;;5;Submit Clicked;5,12;e,s;;;
2017-09-27T15:03:42.058864;5;;5;Submit Clicked;5,12;e,s;;;
2017-09-27T15:03:42.059233;5;;5;Run Clicked;5,12;e,s;;;
2017-09-27T15:03:42.107012;5;6;6;Sequence Generated;5,12;Flock East->Flock South;100000;INVALID;INCOMPLETE
2017-09-27T15:03:50.961542;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:03:55.365248;5;;6;Submit Clicked;3,10;e,s;;;
2017-09-27T15:03:56.115468;5;;6;Submit Clicked;3,10;e,s;;;
2017-09-27T15:03:56.115818;5;;6;Run Clicked;3,10;e,s;;;
2017-09-27T15:03:56.157220;5;6;7;Sequence Generated;3,10;Flock East->Flock South;332.843903;VALID;INCOMPLETE
2017-09-27T15:04:00.411266;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:04:02.164227;5;;7;Submit Clicked;3,15;e,s;;;
2017-09-27T15:04:03.091313;5;;7;Submit Clicked;3,15;e,s;;;
2017-09-27T15:04:03.091661;5;;7;Run Clicked;3,15;e,s;;;
2017-09-27T15:04:03.133260;5;6;8;Sequence Generated;3,15;Flock East->Flock South;529.531799;VALID;INCOMPLETE
2017-09-27T15:04:07.081739;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:04:09.115439;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:04:11.090096;;;;Behavior table clicked! Item is Flock West;;;;;
2017-09-27T15:04:12.707023;;;;Add button clicked! Item is Flock West;;;;;
2017-09-27T15:04:13.098126;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:04:15.605647;5;;8;Submit Clicked;3,13,17;e,s,w;;;
2017-09-27T15:04:16.276134;5;;8;Submit Clicked;3,13,17;e,s,w;;;
2017-09-27T15:04:16.276577;5;;8;Run Clicked;3,13,17;e,s,w;;;
2017-09-27T15:04:16.316711;5;6;9;Sequence Generated;3,13,17;Flock East->Flock South->Flock West;557.085632;VALID;INCOMPLETE
2017-09-27T15:04:22.690551;;;;Behavior table clicked! Item is Flock South;;;;;
2017-09-27T15:04:25.747068;;;;Add button clicked! Item is Flock South;;;;;
2017-09-27T15:04:26.306296;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:04:26.762352;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:04:28.341579;5;;9;Submit Clicked;3,13,17,21;e,s,w,s;;;
2017-09-27T15:04:29.236354;5;;9;Submit Clicked;3,13,17,21;e,s,w,s;;;
2017-09-27T15:04:29.236709;5;;9;Run Clicked;3,13,17,21;e,s,w,s;;;
2017-09-27T15:04:29.277072;5;6;10;Sequence Generated;3,13,17,21;Flock East->Flock South->Flock West->Flock South;668.594421;VALID;INCOMPLETE
2017-09-27T15:04:35.498174;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:04:40.418310;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:04:43.210580;;;;Sequence table clicked! Item is ;;;;;
2017-09-27T15:04:44.394709;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T15:04:45.308904;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T15:04:45.980549;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:04:52.162481;;;;Sequence table clicked! Item is ;;;;;
2017-09-27T15:04:53.010783;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-27T15:04:53.643625;;;;Add button clicked! Item is Flocking;;;;;
2017-09-27T15:04:56.498697;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-27T15:05:00.042915;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;
2017-09-27T15:05:02.154691;;;;Sequence table clicked! Item is ;;;;;
2017-09-27T15:05:04.266996;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T15:05:04.899920;;;;Add button clicked! Item is Flock North;;;;;
2017-09-27T15:05:05.843051;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;
2017-09-27T15:05:06.748339;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T15:05:07.453424;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T15:05:09.788419;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;
2017-09-27T15:05:10.458974;5;;10;Submit Clicked;3,13,17,23,30,35,48,52;e,s,w,s,e,i,n,r;;;
2017-09-27T15:05:12.374766;5;;10;Submit Clicked;3,13,17,23,30,35,48,52;e,s,w,s,e,i,n,r;;;
2017-09-27T15:05:12.375090;5;;10;Run Clicked;3,13,17,23,30,35,48,52;e,s,w,s,e,i,n,r;;;
2017-09-27T15:05:12.475366;5;6;11;Sequence Generated;3,13,17,23,30,35,48,52;Flock East->Flock South->Flock West->Flock South->Flock East->Flocking->Flock North->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T15:05:34.187325;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-27T15:05:36.339726;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:05:44.369243;5;;11;Submit Clicked;3,13,17,23,38,43,56,60;e,s,w,s,e,i,n,r;;;
2017-09-27T15:05:46.118527;5;;11;Submit Clicked;3,13,17,23,38,43,56,60;e,s,w,s,e,i,n,r;;;
2017-09-27T15:05:46.118879;5;;11;Run Clicked;3,13,17,23,38,43,56,60;e,s,w,s,e,i,n,r;;;
2017-09-27T15:05:46.203152;5;6;12;Sequence Generated;3,13,17,23,38,43,56,60;Flock East->Flock South->Flock West->Flock South->Flock East->Flocking->Flock North->Rendezvous;1901.105957;VALID;INCOMPLETE
2017-09-27T15:05:56.115845;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;
2017-09-27T15:05:56.899982;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;
2017-09-27T15:05:57.976402;5;;;Next Clicked;;;;;
2017-09-27T15:06:04.739950;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T15:06:05.997126;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T15:06:11.142750;5;;;Submit Clicked! More behaviors given than durations;;;;;
2017-09-27T15:06:14.108047;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:06:17.446092;5;;0;Submit Clicked;2;r;;;
2017-09-27T15:06:18.293655;5;;0;Submit Clicked;2;r;;;
2017-09-27T15:06:18.293902;5;;0;Run Clicked;2;r;;;
2017-09-27T15:06:18.312778;5;18;1;Sequence Generated;2;Rendezvous;94.948624;VALID;INCOMPLETE
2017-09-27T15:06:24.700244;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-27T15:06:25.748482;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:06:29.836540;;;;Behavior table clicked! Item is Antirendezvous;;;;;
2017-09-27T15:06:31.028230;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:06:32.212301;;;;Behavior table clicked! Item is Antirendezvous;;;;;
2017-09-27T15:06:33.341472;;;;Add button clicked! Item is Antirendezvous;;;;;
2017-09-27T15:06:34.140520;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:06:36.716445;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-27T15:06:38.173549;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T15:06:38.813846;5;;1;Submit Clicked;2;a;;;
2017-09-27T15:06:40.245938;5;;1;Submit Clicked;2;a;;;
2017-09-27T15:06:40.246192;5;;1;Run Clicked;2;a;;;
2017-09-27T15:06:40.264770;5;18;2;Sequence Generated;2;Antirendezvous;115.638039;VALID;INCOMPLETE
2017-09-27T15:06:46.228531;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T15:06:48.621183;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T15:06:49.412700;;;;Sequence table clicked! Item is Antirendezvous;;;;;
2017-09-27T15:06:50.037639;;;;Delete button clicked! Item is Antirendezvous;;;;;
2017-09-27T15:06:52.164732;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-27T15:06:53.813611;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T15:06:54.924721;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T15:06:57.277624;;;;Add button clicked! Item is Flock North;;;;;
2017-09-27T15:06:57.628956;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:06:59.350714;5;;2;Submit Clicked;5;n;;;
2017-09-27T15:07:00.382361;5;;2;Submit Clicked;5;n;;;
2017-09-27T15:07:00.382795;5;;2;Run Clicked;5;n;;;
2017-09-27T15:07:00.391224;5;18;3;Sequence Generated;5;Flock North;100000;INVALID;INCOMPLETE
2017-09-27T15:07:03.389007;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:07:08.806308;5;;3;Submit Clicked;4;n;;;
2017-09-27T15:07:10.094680;5;;3;Submit Clicked;4;n;;;
2017-09-27T15:07:10.094926;5;;3;Run Clicked;4;n;;;
2017-09-27T15:07:10.120915;5;18;4;Sequence Generated;4;Flock North;100000;INVALID;INCOMPLETE
2017-09-27T15:07:12.285264;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:07:14.174523;5;;4;Submit Clicked;3;n;;;
2017-09-27T15:07:15.478511;5;;4;Submit Clicked;3;n;;;
2017-09-27T15:07:15.478755;5;;4;Run Clicked;3;n;;;
2017-09-27T15:07:15.496628;5;18;5;Sequence Generated;3;Flock North;85.248497;VALID;INCOMPLETE
2017-09-27T15:07:20.189365;;;;Sequence table clicked! Item is ;;;;;
2017-09-27T15:07:21.965220;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-27T15:07:22.982359;;;;Add button clicked! Item is Flocking;;;;;
2017-09-27T15:07:23.517410;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:07:26.191686;5;;5;Submit Clicked;3,6;n,i;;;
2017-09-27T15:07:26.934962;5;;5;Submit Clicked;3,6;n,i;;;
2017-09-27T15:07:26.935257;5;;5;Run Clicked;3,6;n,i;;;
2017-09-27T15:07:26.952746;5;18;6;Sequence Generated;3,6;Flock North->Flocking;130.300201;VALID;INCOMPLETE
2017-09-27T15:07:33.589320;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:07:36.093410;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-27T15:07:40.398547;;;;Delete button clicked! Item is Flocking;;;;;
2017-09-27T15:07:43.253833;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T15:07:47.879403;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T15:07:48.974594;;;;Add button clicked! Item is Flock North;;;;;
2017-09-27T15:07:50.696876;5;;6;Submit Clicked;3,6;n,n;;;
2017-09-27T15:07:51.631289;5;;6;Submit Clicked;3,6;n,n;;;
2017-09-27T15:07:51.631514;5;;6;Run Clicked;3,6;n,n;;;
2017-09-27T15:07:51.656700;5;18;7;Sequence Generated;3,6;Flock North->Flock North;100000;INVALID;INCOMPLETE
2017-09-27T15:07:55.783652;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:07:57.847267;5;;7;Submit Clicked;3,5;n,n;;;
2017-09-27T15:07:58.751441;5;;7;Submit Clicked;3,5;n,n;;;
2017-09-27T15:07:58.751833;5;;7;Run Clicked;3,5;n,n;;;
2017-09-27T15:07:58.759177;5;18;8;Sequence Generated;3,5;Flock North->Flock North;100000;INVALID;INCOMPLETE
2017-09-27T15:08:02.286095;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:08:06.399022;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-27T15:08:08.637950;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:08:14.887891;5;;8;Submit Clicked;3;n;;;
2017-09-27T15:08:16.070942;5;;8;Submit Clicked;3;n;;;
2017-09-27T15:08:16.071192;5;;8;Run Clicked;3;n;;;
2017-09-27T15:08:16.103845;5;18;9;Sequence Generated;3;Flock North;85.248497;VALID;INCOMPLETE
2017-09-27T15:08:22.853158;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-27T15:08:24.956775;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T15:08:27.485821;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T15:08:27.956811;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:08:29.518954;5;;9;Submit Clicked;3,6;n,r;;;
2017-09-27T15:08:30.278424;5;;9;Submit Clicked;3,6;n,r;;;
2017-09-27T15:08:30.278678;5;;9;Run Clicked;3,6;n,r;;;
2017-09-27T15:08:30.313251;5;18;10;Sequence Generated;3,6;Flock North->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T15:08:34.052190;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T15:08:35.678010;5;;10;Submit Clicked;3,5;n,r;;;
2017-09-27T15:08:36.837894;5;;10;Submit Clicked;3,5;n,r;;;
2017-09-27T15:08:36.838199;5;;10;Run Clicked;3,5;n,r;;;
2017-09-27T15:08:36.872636;5;18;11;Sequence Generated;3,5;Flock North->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T15:08:40.483977;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:08:42.013590;5;;11;Submit Clicked;2,4;n,r;;;
2017-09-27T15:08:43.933901;5;;11;Submit Clicked;2,4;n,r;;;
2017-09-27T15:08:43.934187;5;;11;Run Clicked;2,4;n,r;;;
