TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-29T14:54:30.571177;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T14:54:31.634007;13;;0;Submit Clicked;4,8,12,16;;;;;
2017-09-29T14:54:34.036036;13;;0;Submit Clicked;4,8,12,16;;;;;
2017-09-29T14:54:34.036395;13;;0;Run Clicked;4,8,12,16;;;;;
2017-09-29T14:54:35.021502;13;;0;Submit Clicked;4,8,12,16;;;;;
2017-09-29T14:54:35.789346;13;;0;Submit Clicked;4,8,12,16;;;;;
2017-09-29T14:54:39.148719;13;19;1;Sequence Generated;4,8,12,16;Flock East->Flock South->Flock West->Rendezvous;450.386871;VALID;INCOMPLETE;
2017-09-29T14:54:54.065951;;;;Sequence table clicked! Item is Flock West;;;;;;
2017-09-29T14:54:58.089971;;;;Delete button clicked! Item is Flock West;;;;;;
2017-09-29T14:54:59.331128;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-29T14:55:02.923599;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T14:55:03.314339;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T14:55:03.531741;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T14:55:07.442288;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T14:55:08.747865;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T14:55:10.530087;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T14:55:11.634211;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-29T14:55:12.433817;13;;1;Submit Clicked;4,8,12,16,20,24,28;e,s;;;;
2017-09-29T14:55:13.710746;13;;1;Submit Clicked;4,8,12,16,20,24,28;e,s;;;;
2017-09-29T14:55:13.711274;13;;1;Run Clicked;4,8,12,16,20,24,28;e,s;;;;
2017-09-29T14:55:22.029852;13;19;2;Sequence Generated;4,8,12,16,20,24,28;Flock East->Flock South->Flocking->Flock South->Flock South->Flock South->Flock West;833.750549;VALID;INCOMPLETE;
2017-09-29T14:55:45.682174;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-29T14:55:49.458190;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:55:51.994317;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T14:56:02.906183;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T14:56:03.500285;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-29T14:56:07.650444;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T14:56:08.090453;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T14:56:09.538453;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T14:56:12.364463;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-29T14:56:16.373413;13;;2;Submit Clicked;4,9,13,17,21,25,29;e,s,i,s,s,s,w;;;;
2017-09-29T14:56:17.469233;13;;2;Submit Clicked;4,9,13,17,21,25,29;e,s,i,s,s,s,w;;;;
2017-09-29T14:56:17.469531;13;;2;Run Clicked;4,9,13,17,21,25,29;e,s,i,s,s,s,w;;;;
2017-09-29T14:56:25.517505;13;19;3;Sequence Generated;4,9,13,17,21,25,29;Flock East->Flock South->Flocking->Flock South->Flock South->Flock South->Flock West;875.397949;VALID;INCOMPLETE;
2017-09-29T14:56:58.796660;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:03.666393;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T14:57:05.874444;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-29T14:57:06.482794;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T14:57:06.764396;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-29T14:57:07.500352;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:07.810532;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T14:57:14.050605;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:14.866360;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T14:57:15.162645;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:19.066361;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:19.212618;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:25.250633;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-29T14:57:25.858639;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:26.605594;;;;Add button clicked! Item is Flock West;;;;;;
2017-09-29T14:57:28.066597;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:28.218659;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:29.531505;;;;Delete button clicked! Item is Flock South;;;;;;
2017-09-29T14:57:30.626586;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-29T14:57:31.948685;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:32.626442;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-29T14:57:33.307333;;;;Add button clicked! Item is Flock West;;;;;;
2017-09-29T14:57:35.491440;;;;Delete button clicked! Item is Flock South;;;;;;
2017-09-29T14:57:35.725546;;;;Delete button clicked! Item is Flock South;;;;;;
2017-09-29T14:57:35.891272;;;;Delete button clicked! Item is Flock West;;;;;;
2017-09-29T14:57:36.045597;;;;Delete button clicked! Item is Flock West;;;;;;
2017-09-29T14:57:38.540430;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T14:57:40.602399;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-29T14:57:41.485398;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-29T14:57:43.404356;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T14:57:45.458685;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T14:57:46.938691;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-29T14:57:47.474442;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T14:57:48.500045;13;;3;Submit Clicked;3,8,12,16,28;e,s,i,w,s;;;;
2017-09-29T14:57:49.262634;13;;3;Submit Clicked;3,8,12,16,28;e,s,i,w,s;;;;
2017-09-29T14:57:49.263199;13;;3;Run Clicked;3,8,12,16,28;e,s,i,w,s;;;;
2017-09-29T14:57:55.309093;13;19;4;Sequence Generated;3,8,12,16,28;Flock East->Flock South->Flocking->Flock West->Flock South;100000.000000;INVALID;INCOMPLETE;
2017-09-29T14:57:55.994674;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T14:57:56.762405;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T14:57:59.570401;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-29T14:58:00.955357;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-29T14:58:02.018657;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T14:58:02.594715;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T14:58:03.468505;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T14:58:04.082392;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T14:58:05.836378;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T14:58:07.528111;13;;4;Submit Clicked;3,8,10,22;e,s,w,s;;;;
2017-09-29T14:58:09.461095;13;;4;Submit Clicked;3,8,10,22;e,s,w,s;;;;
2017-09-29T14:58:09.461425;13;;4;Run Clicked;3,8,10,22;e,s,w,s;;;;
2017-09-29T14:58:14.476261;13;;;Next Clicked;;;;;;
2017-09-29T14:58:14.519014;13;19;1;Sequence Generated;3,8,10,22;Flock East->Flock South->Flock West->Flock South;100000.000000;INVALID;INCOMPLETE;
2017-09-29T14:58:28.266866;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T14:58:28.794562;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T14:58:29.715549;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T14:58:30.234647;;;;Sequence table clicked! Item is Flock West;;;;;;
2017-09-29T14:58:30.970809;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T14:58:31.643825;;;;Delete button clicked! Item is Flock South;;;;;;
2017-09-29T14:58:31.819835;;;;Delete button clicked! Item is Flock West;;;;;;
2017-09-29T14:58:31.971376;;;;Delete button clicked! Item is Flock South;;;;;;
2017-09-29T14:58:40.698779;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T14:58:42.434560;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T14:58:43.034808;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T14:58:43.498845;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T14:58:44.170758;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T14:58:44.650786;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T14:58:45.653482;13;;1;Submit Clicked;6,12,18,24,30,36;;;;;
2017-09-29T14:58:46.501200;13;;1;Submit Clicked;6,12,18,24,30,36;;;;;
2017-09-29T14:58:46.501493;13;;1;Run Clicked;6,12,18,24,30,36;;;;;
2017-09-29T14:58:54.193486;13;11;2;Sequence Generated;6,12,18,24,30,36;Flock East->Flock East->Flock North->Flock North->Flocking->Flock North;1138.696533;VALID;COMPLETE;
2017-09-29T14:59:05.578855;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-29T14:59:49.682659;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T14:59:50.026958;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T14:59:55.042856;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T14:59:55.330658;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T14:59:55.634707;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T14:59:55.874940;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T15:00:05.282912;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:00:06.298789;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T15:00:07.892370;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T15:00:08.746961;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:00:08.874919;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:00:10.316017;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T15:00:16.149573;13;;2;Submit Clicked;6,12,18,24,30,36;e,e,n,n,i,r;;;;
2017-09-29T15:00:17.197672;13;;2;Submit Clicked;6,12,18,24,30,36;e,e,n,n,i,r;;;;
2017-09-29T15:00:17.198073;13;;2;Run Clicked;6,12,18,24,30,36;e,e,n,n,i,r;;;;
2017-09-29T15:00:24.273314;13;11;3;Sequence Generated;6,12,18,24,30,36;Flock East->Flock East->Flock North->Flock North->Flocking->Rendezvous;1070.342041;VALID;INCOMPLETE;
2017-09-29T15:00:26.851052;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T15:00:32.586767;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-29T15:00:38.851017;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T15:00:43.267023;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-29T15:00:43.419059;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-29T15:00:44.074991;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T15:00:46.763068;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-29T15:00:48.499786;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-29T15:00:49.706949;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T15:00:50.427687;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T15:00:51.277871;13;;3;Submit Clicked;6,12,18,24,31,37;e,e,n,n,i,n;;;;
2017-09-29T15:00:52.037514;13;;3;Submit Clicked;6,12,18,24,31,37;e,e,n,n,i,n;;;;
2017-09-29T15:00:52.037879;13;;3;Run Clicked;6,12,18,24,31,37;e,e,n,n,i,n;;;;
2017-09-29T15:00:59.122239;13;11;4;Sequence Generated;6,12,18,24,31,37;Flock East->Flock East->Flock North->Flock North->Flocking->Flock North;1150.865479;VALID;COMPLETE;
2017-09-29T15:01:04.434724;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T15:01:06.178816;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:01:07.418850;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-29T15:01:08.858942;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T15:01:09.995852;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T15:01:10.658887;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-29T15:01:12.111945;13;;4;Submit Clicked;6,12,18,24,31,34,36;e,e,n,n,i,n,r;;;;
2017-09-29T15:01:12.773878;13;;4;Submit Clicked;6,12,18,24,31,34,36;e,e,n,n,i,n,r;;;;
2017-09-29T15:01:12.774163;13;;4;Run Clicked;6,12,18,24,31,34,36;e,e,n,n,i,n,r;;;;
2017-09-29T15:01:20.849246;13;11;5;Sequence Generated;6,12,18,24,31,34,36;Flock East->Flock East->Flock North->Flock North->Flocking->Flock North->Rendezvous;1108.025391;VALID;INCOMPLETE;
2017-09-29T15:01:22.571047;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T15:01:23.821907;13;;5;Submit Clicked;6,12,18,24,31,35,37;e,e,n,n,i,n,r;;;;
2017-09-29T15:01:24.797862;13;;5;Submit Clicked;6,12,18,24,31,35,37;e,e,n,n,i,n,r;;;;
2017-09-29T15:01:24.798213;13;;5;Run Clicked;6,12,18,24,31,35,37;e,e,n,n,i,n,r;;;;
2017-09-29T15:01:32.882219;13;11;6;Sequence Generated;6,12,18,24,31,35,37;Flock East->Flock East->Flock North->Flock North->Flocking->Flock North->Rendezvous;1143.918579;VALID;COMPLETE;
2017-09-29T15:01:56.602897;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T15:01:56.915406;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T15:02:00.235142;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:00.571143;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:02.459008;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:06.532199;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T15:02:07.139919;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T15:02:07.315916;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-29T15:02:07.467911;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T15:02:08.260098;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-29T15:02:16.850903;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T15:02:17.027171;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T15:02:18.578991;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T15:02:19.476004;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T15:02:21.115170;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T15:02:21.634880;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T15:02:24.706926;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T15:02:25.163128;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T15:02:25.298971;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T15:02:26.994969;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:27.947936;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T15:02:28.611062;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T15:02:29.955954;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T15:02:30.875216;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T15:02:31.178977;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T15:02:31.555227;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T15:02:33.450951;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T15:02:34.356082;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T15:02:36.699254;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:37.627024;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T15:02:38.970991;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:40.516016;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T15:02:43.630038;13;;6;Submit Clicked;6,12,18,24,31,35,37;e,e,n,e,n;;;;
2017-09-29T15:02:44.357906;13;;6;Submit Clicked;6,12,18,24,31,35,37;e,e,n,e,n;;;;
2017-09-29T15:02:44.358269;13;;6;Run Clicked;6,12,18,24,31,35,37;e,e,n,e,n;;;;
2017-09-29T15:02:46.473865;13;;;Next Clicked;;;;;;
2017-09-29T15:02:50.430321;13;18;1;Sequence Generated;6,12,18,24,31,35,37;Flock East->Flock East->Flock North->Flock East->Flock North;100000.000000;INVALID;INCOMPLETE;
2017-09-29T15:02:55.619003;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:56.211916;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T15:02:56.947215;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:57.538812;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T15:02:58.379200;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T15:02:58.995050;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T15:02:59.724184;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T15:02:59.899947;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T15:03:00.059803;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T15:03:00.219922;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T15:03:00.380055;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T15:03:05.603055;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T15:03:08.235028;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T15:03:08.723054;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T15:03:09.202995;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T15:03:09.715050;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T15:03:10.235225;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T15:03:10.779748;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;;
2017-09-29T15:03:11.979100;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-29T15:03:12.878730;13;;1;Submit Clicked;3,6,9,12,15,18,21,24;;;;;
2017-09-29T15:03:14.222632;13;;1;Submit Clicked;3,6,9,12,15,18,21,24;;;;;
2017-09-29T15:03:14.222903;13;;1;Run Clicked;3,6,9,12,15,18,21,24;;;;;
2017-09-29T15:03:22.715524;13;;1;Submit Clicked;3,6,9,12,15,18,21,24;;;;;
2017-09-29T15:03:24.547522;13;;1;Submit Clicked;3,6,9,12,15,18,21,24;;;;;
2017-09-29T15:03:43.282151;13;18;2;Sequence Generated;3,6,9,12,15,18,21,24;Flock East->Flock South->Flock South->Flock South->Flock East->Flock South->Flock East->Flock East;756.542175;VALID;INCOMPLETE;
2017-09-29T15:04:01.771032;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-29T15:04:03.195319;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-29T15:04:04.731072;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T15:04:05.731404;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T15:04:06.308213;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T15:04:07.027006;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-29T15:04:11.659225;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-29T15:04:12.876037;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-29T15:04:13.619132;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-29T15:04:15.456643;13;;2;Submit Clicked;3,6,9,12,15,18,21,24,29,32;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:16.199066;13;;2;Submit Clicked;3,6,9,12,15,18,21,24,29,32;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:16.199445;13;;2;Run Clicked;3,6,9,12,15,18,21,24,29,32;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:27.250112;13;18;3;Sequence Generated;3,6,9,12,15,18,21,24,29,32;Flock East->Flock South->Flock South->Flock South->Flock East->Flock South->Flock East->Flock East->Flock East->Flock South;1017.497620;VALID;INCOMPLETE;
2017-09-29T15:04:29.019071;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-29T15:04:30.647136;13;;3;Submit Clicked;3,6,9,12,15,18,21,24,28,31;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:31.670492;13;;3;Submit Clicked;3,6,9,12,15,18,21,24,28,31;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:31.670798;13;;3;Run Clicked;3,6,9,12,15,18,21,24,28,31;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:42.738861;13;18;4;Sequence Generated;3,6,9,12,15,18,21,24,28,31;Flock East->Flock South->Flock South->Flock South->Flock East->Flock South->Flock East->Flock East->Flock East->Flock South;978.923340;VALID;INCOMPLETE;
2017-09-29T15:04:44.395362;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-29T15:04:47.927715;13;;4;Submit Clicked;3,6,9,12,15,18,21,24,28,33;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:48.766545;13;;4;Submit Clicked;3,6,9,12,15,18,21,24,28,33;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:48.766879;13;;4;Run Clicked;3,6,9,12,15,18,21,24,28,33;e,s,s,s,e,s,e,e,e,s;;;;
2017-09-29T15:04:59.826119;13;18;5;Sequence Generated;3,6,9,12,15,18,21,24,28,33;Flock East->Flock South->Flock South->Flock South->Flock East->Flock South->Flock East->Flock East->Flock East->Flock South;1051.994873;VALID;INCOMPLETE;
2017-09-29T15:05:02.019223;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-29T15:05:04.891105;;;;Sequence table clicked! Item is Flock South;;;;;;
2017-09-29T15:05:06.236365;;;;Delete button clicked! Item is Flock South;;;;;;
2017-09-29T15:05:06.851177;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T15:05:07.723948;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T15:05:08.590701;13;;5;Submit Clicked;3,6,9,12,15,18,21,24,28,34;e,s,s,s,e,s,e,e,e,r;;;;
2017-09-29T15:05:09.454874;13;;5;Submit Clicked;3,6,9,12,15,18,21,24,28,34;e,s,s,s,e,s,e,e,e,r;;;;
2017-09-29T15:05:09.455195;13;;5;Run Clicked;3,6,9,12,15,18,21,24,28,34;e,s,s,s,e,s,e,e,e,r;;;;
2017-09-29T15:05:20.531137;13;18;6;Sequence Generated;3,6,9,12,15,18,21,24,28,34;Flock East->Flock South->Flock South->Flock South->Flock East->Flock South->Flock East->Flock East->Flock East->Rendezvous;1028.949463;VALID;INCOMPLETE;
2017-09-29T15:05:23.835321;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-29T15:05:24.163431;;;;Sequence table clicked! Item is Duration for (row,col) (7,1);;;;;;
2017-09-29T15:05:26.691436;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-29T15:05:27.891370;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T15:05:29.188497;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T15:05:30.987276;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-29T15:05:33.771304;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-29T15:05:34.828363;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-29T15:05:35.475187;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;;
2017-09-29T15:05:37.883412;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T15:05:39.787283;;;;Behavior table clicked! Item is Flock South;;;;;;
2017-09-29T15:05:40.652404;;;;Add button clicked! Item is Flock South;;;;;;
2017-09-29T15:05:41.387198;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-29T15:05:42.227288;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T15:05:43.452453;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T15:05:44.205016;13;;6;Submit Clicked;3,6,9,12,15,18,21,28,33,39;e,s,s,s,e,s,e,e,s,r;;;;
2017-09-29T15:05:47.638784;13;;6;Submit Clicked;3,6,9,12,15,18,21,28,33,39;e,s,s,s,e,s,e,e,s,r;;;;
2017-09-29T15:05:47.639147;13;;6;Run Clicked;3,6,9,12,15,18,21,28,33,39;e,s,s,s,e,s,e,e,s,r;;;;
2017-09-29T15:05:58.706254;13;18;7;Sequence Generated;3,6,9,12,15,18,21,28,33,39;Flock East->Flock South->Flock South->Flock South->Flock East->Flock South->Flock East->Flock East->Flock South->Rendezvous;1166.045898;VALID;COMPLETE;
2017-09-29T15:06:00.867205;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
2017-09-29T15:06:03.952271;13;;7;Submit Clicked;3,6,9,12,15,18,21,28,33,37;e,s,s,s,e,s,e,e,s,r;;;;
2017-09-29T15:06:05.079410;13;;7;Submit Clicked;3,6,9,12,15,18,21,28,33,37;e,s,s,s,e,s,e,e,s,r;;;;
2017-09-29T15:06:05.079862;13;;7;Run Clicked;3,6,9,12,15,18,21,28,33,37;e,s,s,s,e,s,e,e,s,r;;;;
2017-09-29T15:06:16.146780;13;18;8;Sequence Generated;3,6,9,12,15,18,21,28,33,37;Flock East->Flock South->Flock South->Flock South->Flock East->Flock South->Flock East->Flock East->Flock South->Rendezvous;1160.334229;VALID;COMPLETE;
2017-09-29T15:06:18.747466;;;;Sequence table clicked! Item is Duration for (row,col) (9,1);;;;;;
