TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-29T13:08:54.562818;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:08:55.363856;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T13:08:56.539538;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T13:08:56.755755;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T13:08:57.067462;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T13:08:57.251850;;;;Delete button clicked! Item is Flock West;;;;;;
2017-09-29T13:09:00.234649;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:09:03.002305;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:09:10.586223;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:09:12.419418;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:09:14.042159;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:09:17.762145;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:09:20.058175;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:09:20.506022;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:09:22.098909;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T13:09:23.146011;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:09:24.562192;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:09:31.241941;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:09:33.617746;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:09:35.305804;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:09:36.018626;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:09:37.317059;12;;;Submit Clicked! Number of behaviors does not match durations;;;;;;
2017-09-29T13:09:37.317492;12;;3;Run Clicked;1,7,12,17,22,27;r,e,n;;;;
2017-09-29T13:09:41.737855;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T13:09:44.673655;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;;
2017-09-29T13:09:45.649493;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T13:09:46.033499;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;;
2017-09-29T13:09:47.081642;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T13:09:49.442195;12;;3;Submit Clicked;1,7,12;r,e,n;;;;
2017-09-29T13:09:49.835688;12;;3;Submit Clicked;1,7,12;r,e,n;;;;
2017-09-29T13:09:51.995761;12;;3;Submit Clicked;1,7,12;r,e,n;;;;
2017-09-29T13:09:55.545267;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:09:57.355515;12;;3;Submit Clicked;1,7,12;r,e,n;;;;
2017-09-29T13:10:01.649209;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T13:10:03.177190;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:10:03.745315;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T13:10:07.299091;12;;3;Submit Clicked;1,7,12;r,e,n;;;;
2017-09-29T13:10:15.170721;12;;3;Submit Clicked;1,7,12;r,e,n;;;;
2017-09-29T13:10:16.963022;12;;3;Submit Clicked;1,7,12;r,e,n;;;;
2017-09-29T13:10:28.886847;12;;;Optimal sequence for given time;;Flocking->Flocking->Rendezvous->Flocking->Flock North->Rendezvous;497.242;;;
2017-09-29T13:10:28.886935;12;;;Next Clicked;;;;;;
2017-09-29T13:10:40.696811;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:10:41.656679;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:10:43.305373;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:10:50.000520;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:10:52.320175;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:10:53.649163;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:10:54.456455;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:10:55.968398;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:10:58.007839;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:10:59.153231;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T13:11:00.368335;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:11:02.941022;12;;0;Submit Clicked;4,11,17;r,n,e;;;;
2017-09-29T13:11:04.274236;12;;0;Submit Clicked;4,11,17;r,n,e;;;;
TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-29T13:11:41.311482;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:11:42.848452;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T13:11:43.415698;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:11:45.695306;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:11:47.047297;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:11:47.824262;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:11:48.383485;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:11:50.912894;12;;0;Submit Clicked;6,13;e,n;;;;
2017-09-29T13:11:52.112821;12;;0;Submit Clicked;6,13;e,n;;;;
2017-09-29T13:11:52.113093;12;;0;Run Clicked;6,13;e,n;;;;
2017-09-29T13:11:56.618819;12;0;1;Sequence Generated;6,13;Flock East->Flock North;458.277679;VALID;INCOMPLETE;
2017-09-29T13:12:02.447040;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:12:07.407042;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T13:12:09.920169;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T13:12:14.208121;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T13:12:15.382862;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:12:30.870892;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:12:34.736234;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T13:12:35.270816;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:12:36.159728;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:12:36.686536;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:12:37.830562;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:12:39.007862;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:12:39.382532;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:12:43.209640;12;;1;Submit Clicked;6,13,18;e,n,r;;;;
2017-09-29T13:12:44.640808;12;;1;Submit Clicked;6,13,18;e,n,r;;;;
2017-09-29T13:12:44.641148;12;;1;Run Clicked;6,13,18;e,n,r;;;;
2017-09-29T13:12:48.683081;12;0;2;Sequence Generated;6,13,18;Flock East->Flock North->Rendezvous;568.355835;VALID;INCOMPLETE;
2017-09-29T13:12:50.862388;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:12:56.218216;12;;2;Submit Clicked;6,11,16;e,n,r;;;;
2017-09-29T13:12:57.488208;12;;2;Submit Clicked;6,11,16;e,n,r;;;;
2017-09-29T13:12:57.488465;12;;2;Run Clicked;6,11,16;e,n,r;;;;
2017-09-29T13:13:01.514984;12;0;3;Sequence Generated;6,11,16;Flock East->Flock North->Rendezvous;487.891296;VALID;COMPLETE;
2017-09-29T13:13:40.837904;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T13:13:42.438622;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T13:13:42.790758;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T13:13:43.054553;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:13:47.189870;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:13:51.925811;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:13:54.077460;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:13:55.941535;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:13:56.646650;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:13:58.093443;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:13:59.621629;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:14:00.382231;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T13:14:01.037329;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:14:03.733645;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:14:06.029389;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:14:06.877378;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:14:08.254222;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:14:09.383526;12;;3;Submit Clicked;5,11,15;n,e,r;;;;
2017-09-29T13:14:10.615407;12;;3;Submit Clicked;5,11,15;n,e,r;;;;
2017-09-29T13:14:10.615813;12;;3;Run Clicked;5,11,15;n,e,r;;;;
2017-09-29T13:14:14.667570;12;0;4;Sequence Generated;5,11,15;Flock North->Flock East->Rendezvous;100000.000000;INVALID;COMPLETE;
2017-09-29T13:14:35.453004;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T13:14:37.286172;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T13:14:37.478011;;;;Delete button clicked! Item is Flock East;;;;;;
2017-09-29T13:14:37.630155;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:14:41.660948;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:14:44.580989;;;;Behavior table clicked! Item is Flock West;;;;;;
2017-09-29T13:14:46.037682;;;;Add button clicked! Item is Flock West;;;;;;
2017-09-29T13:14:46.733060;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:14:48.380820;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:14:49.036833;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:14:50.813033;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:14:51.820874;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:14:52.917677;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:14:53.572999;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:14:55.156764;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:14:55.870167;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T13:14:56.692701;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:14:57.580778;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:14:58.941878;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:14:59.556971;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T13:15:01.632384;12;;4;Submit Clicked;1,7,11,13;w,n,e,r;;;;
2017-09-29T13:15:02.879204;12;;4;Submit Clicked;1,7,11,13;w,n,e,r;;;;
2017-09-29T13:15:02.880295;12;;4;Run Clicked;1,7,11,13;w,n,e,r;;;;
2017-09-29T13:15:07.914412;12;0;5;Sequence Generated;1,7,11,13;Flock West->Flock North->Flock East->Rendezvous;100000.000000;INVALID;INCOMPLETE;
2017-09-29T13:15:12.428594;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:15:15.523133;12;;5;Submit Clicked;5,11,15,17;w,n,e,r;;;;
2017-09-29T13:15:16.982675;12;;5;Submit Clicked;5,11,15,17;w,n,e,r;;;;
2017-09-29T13:15:16.982970;12;;5;Run Clicked;5,11,15,17;w,n,e,r;;;;
2017-09-29T13:15:22.026569;12;0;6;Sequence Generated;5,11,15,17;Flock West->Flock North->Flock East->Rendezvous;452.883057;VALID;INCOMPLETE;
2017-09-29T13:15:29.460391;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:15:32.332265;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:15:35.502643;12;;6;Submit Clicked;5,10,15,17;w,n,e,r;;;;
2017-09-29T13:15:36.719007;12;;6;Submit Clicked;5,10,15,17;w,n,e,r;;;;
2017-09-29T13:15:36.719312;12;;6;Run Clicked;5,10,15,17;w,n,e,r;;;;
2017-09-29T13:15:41.740222;12;0;7;Sequence Generated;5,10,15,17;Flock West->Flock North->Flock East->Rendezvous;454.221436;VALID;INCOMPLETE;
2017-09-29T13:15:44.196259;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:15:46.436443;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;;
2017-09-29T13:15:48.824420;12;;7;Submit Clicked;5,10,17,21;w,n,e,r;;;;
2017-09-29T13:15:49.662493;12;;7;Submit Clicked;5,10,17,21;w,n,e,r;;;;
2017-09-29T13:15:49.662846;12;;7;Run Clicked;5,10,17,21;w,n,e,r;;;;
2017-09-29T13:15:54.700808;12;0;8;Sequence Generated;5,10,17,21;Flock West->Flock North->Flock East->Rendezvous;566.386353;VALID;INCOMPLETE;
2017-09-29T13:15:58.236357;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:16:00.270963;12;;8;Submit Clicked;5,9,16,20;w,n,e,r;;;;
2017-09-29T13:16:01.342585;12;;8;Submit Clicked;5,9,16,20;w,n,e,r;;;;
2017-09-29T13:16:01.342911;12;;8;Run Clicked;5,9,16,20;w,n,e,r;;;;
2017-09-29T13:16:06.379105;12;0;9;Sequence Generated;5,9,16,20;Flock West->Flock North->Flock East->Rendezvous;527.348755;VALID;COMPLETE;
2017-09-29T13:16:49.681944;12;;;Optimal sequence for given time;;Flock West->Flock North->Flock East->Rendezvous;527.349;;;
2017-09-29T13:16:49.682014;12;;;Next Clicked;;;;;;
2017-09-29T13:17:08.099595;;;;Behavior table clicked! Item is Flocking;;;;;;
2017-09-29T13:17:09.948457;;;;Add button clicked! Item is Flocking;;;;;;
2017-09-29T13:17:10.819812;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:17:14.381949;12;;0;Submit Clicked;7;i;;;;
2017-09-29T13:17:15.428845;12;;0;Submit Clicked;7;i;;;;
2017-09-29T13:17:15.429081;12;;0;Run Clicked;7;i;;;;
2017-09-29T13:17:17.463794;12;1;1;Sequence Generated;7;Flocking;69.999626;VALID;INCOMPLETE;
2017-09-29T13:17:22.587377;;;;Sequence table clicked! Item is Flocking;;;;;;
2017-09-29T13:17:24.332553;;;;Delete button clicked! Item is Flocking;;;;;;
2017-09-29T13:17:43.787394;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:17:47.739092;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:17:48.740300;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:17:51.323180;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:17:52.187162;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:17:52.860116;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T13:17:53.483357;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:17:57.139289;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:17:57.867458;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:17:58.596364;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:17:58.947122;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:18:00.990972;12;;1;Submit Clicked;7,11,12;n,e,r;;;;
2017-09-29T13:18:02.149384;12;;1;Submit Clicked;7,11,12;n,e,r;;;;
2017-09-29T13:18:02.149665;12;;1;Run Clicked;7,11,12;n,e,r;;;;
2017-09-29T13:18:06.199381;12;1;2;Sequence Generated;7,11,12;Flock North->Flock East->Rendezvous;354.771667;VALID;INCOMPLETE;
2017-09-29T13:18:08.299032;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:18:08.835206;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:18:10.430024;12;;2;Submit Clicked;7,11,17;n,e,r;;;;
2017-09-29T13:18:11.173184;12;;2;Submit Clicked;7,11,17;n,e,r;;;;
2017-09-29T13:18:11.173481;12;;2;Run Clicked;7,11,17;n,e,r;;;;
2017-09-29T13:18:15.191989;12;1;3;Sequence Generated;7,11,17;Flock North->Flock East->Rendezvous;431.784485;VALID;COMPLETE;
2017-09-29T13:18:22.658982;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:18:29.821264;12;;3;Submit Clicked;6,10,16;n,e,r;;;;
2017-09-29T13:18:30.797159;12;;3;Submit Clicked;6,10,16;n,e,r;;;;
2017-09-29T13:18:30.797626;12;;3;Run Clicked;6,10,16;n,e,r;;;;
2017-09-29T13:18:34.838459;12;1;4;Sequence Generated;6,10,16;Flock North->Flock East->Rendezvous;393.480621;VALID;COMPLETE;
2017-09-29T13:18:37.395043;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:18:40.013040;12;;4;Submit Clicked;5,9,15;n,e,r;;;;
2017-09-29T13:18:41.084689;12;;4;Submit Clicked;5,9,15;n,e,r;;;;
2017-09-29T13:18:41.084934;12;;4;Run Clicked;5,9,15;n,e,r;;;;
2017-09-29T13:18:45.111296;12;1;5;Sequence Generated;5,9,15;Flock North->Flock East->Rendezvous;359.159668;VALID;COMPLETE;
2017-09-29T13:18:54.314756;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T13:18:56.706862;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:18:58.026440;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:18:59.218886;;;;Sequence table clicked! Item is Flock North;;;;;;
2017-09-29T13:19:02.035972;;;;Delete button clicked! Item is Flock North;;;;;;
2017-09-29T13:19:03.930789;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:19:05.498681;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:19:06.259828;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:19:07.546609;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:19:08.331559;;;;Delete button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:19:08.978624;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:19:10.154790;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:19:10.971450;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:19:12.164618;12;;5;Submit Clicked;4,9,15;e,n,r;;;;
2017-09-29T13:19:13.108711;12;;5;Submit Clicked;4,9,15;e,n,r;;;;
2017-09-29T13:19:13.109092;12;;5;Run Clicked;4,9,15;e,n,r;;;;
2017-09-29T13:19:17.143071;12;1;6;Sequence Generated;4,9,15;Flock East->Flock North->Rendezvous;100000.000000;INVALID;COMPLETE;
2017-09-29T13:19:26.013903;12;;;Optimal sequence for given time;;Flock North->Flock East->Rendezvous;367.79;;;
2017-09-29T13:19:26.013995;12;;;Next Clicked;;;;;;
2017-09-29T13:19:35.515721;;;;Behavior table clicked! Item is Flock North;;;;;;
2017-09-29T13:19:36.866340;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:19:38.179503;;;;Add button clicked! Item is Flock North;;;;;;
2017-09-29T13:19:39.474676;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:19:42.338356;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:19:42.978465;;;;Behavior table clicked! Item is Flock East;;;;;;
2017-09-29T13:19:43.819529;;;;Add button clicked! Item is Flock East;;;;;;
2017-09-29T13:19:44.283608;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:19:46.130593;;;;Sequence table clicked! Item is ;;;;;;
2017-09-29T13:19:46.922666;;;;Behavior table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:19:47.971380;;;;Add button clicked! Item is Rendezvous;;;;;;
2017-09-29T13:19:48.322332;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
2017-09-29T13:19:51.584136;12;;0;Submit Clicked;7,12,16;n,e,r;;;;
2017-09-29T13:19:52.532456;12;;0;Submit Clicked;7,12,16;n,e,r;;;;
2017-09-29T13:19:52.532723;12;;0;Run Clicked;7,12,16;n,e,r;;;;
2017-09-29T13:19:56.571687;12;2;1;Sequence Generated;7,12,16;Flock North->Flock East->Rendezvous;462.796051;VALID;COMPLETE;
2017-09-29T13:20:01.244021;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;;
2017-09-29T13:20:03.596138;12;;1;Submit Clicked;6,11,15;n,e,r;;;;
2017-09-29T13:20:04.620167;12;;1;Submit Clicked;6,11,15;n,e,r;;;;
2017-09-29T13:20:04.620463;12;;1;Run Clicked;6,11,15;n,e,r;;;;
2017-09-29T13:20:08.668034;12;2;2;Sequence Generated;6,11,15;Flock North->Flock East->Rendezvous;100000.000000;INVALID;COMPLETE;
2017-09-29T13:20:22.332051;;;;Sequence table clicked! Item is Rendezvous;;;;;;
2017-09-29T13:20:22.994234;;;;Sequence table clicked! Item is Flock East;;;;;;
2017-09-29T13:20:23.434361;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;;
2017-09-29T13:20:29.051712;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;;
